title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,normalized_tmdb_score,top_genres,genres_count,production_countries_count,average_score,score_difference,genres_uniqueness,production_countries_uniqueness,title_uniqueness_norm,description_ari,description_word_count,description_character_count,title_ari,title_word_count,title_character_count,description_sentiment,title_sentiment,top_one_genre
Brazen,MOVIE,Mystery writer Grace Miller has killer instincts when it comes to motive - and she'll need every bit of expertise to help solve her sister's murder.,2022,,94,"['crime', 'drama', 'romance', 'thriller']",['US'],,4.1,11753,182.054,5.41,"['romance', 'thriller']",4.0,1.0,4.755,-1.3100000000000005,0.743303909461451,0.5545224005796812,0.8229586832544541,14.2,29,148,7.3,1,6,-0.5040706153959036,-0.09029670059680939,crime
Gone for Good,SHOW,"Ten years ago, he lost two loved ones. When his fiancée disappears, he must uncover buried secrets — or lose everything. Based on Harlan Coben's novel.",2021,TV-MA,49,"['crime', 'drama', 'thriller']",['FR'],1,6.3,4083,4.375,6.4,"['drama', 'thriller']",3.0,1.0,6.35,-0.10000000000000053,0.7679725144819248,0.9695844725650858,0.7460319361342251,6.5,32,151,-2.7,3,13,-0.4427145682275295,0.5484178066253662,crime
This Is a Robbery: The World's Biggest Art Heist,SHOW,"In 1990, two men dressed as cops con their way into a Boston museum and steal a fortune in art. Take a deep dive into this daring and notorious crime.",2021,TV-MA,53,"['crime', 'documentation', 'history']",['US'],1,6.5,4328,5.515,7.21,"['crime', 'documentation']",3.0,1.0,6.855,-0.71,0.8708745700001063,0.5545224005796812,0.05405545759227666,5.1,33,150,4.0,11,48,-0.5767728574573994,-0.8163599725812674,crime
Space Sweepers,MOVIE,"When the crew of a space junk collector ship called The Victory discovers a humanoid robot named Dorothy that's known to be a weapon of mass destruction, they get involved in a risky business deal which puts their lives at stake.",2021,R,136,"['action', 'drama', 'fantasy', 'scifi']",['KR'],,6.5,25178,65.593,7.432300000000001,"['drama', 'scifi']",4.0,1.0,6.966150000000001,-0.9323000000000006,0.7995296666082109,0.9686905083549058,0.5541555486670137,20.8,44,229,10.2,2,14,-0.8406810504384339,-0.08631587773561478,action
The Lovebirds,MOVIE,"A couple experiences a defining moment in their relationship when they are unintentionally embroiled in a murder mystery. As their journey to clear their names takes them from one extreme – and hilarious - circumstance to the next, they must figure out how they, and their relationship, can survive the night.",2021,R,87,"['action', 'comedy', 'crime', 'romance', 'thriller']",['US'],,6.0,25697,9.076,6.22,"['comedy', 'romance']",5.0,1.0,6.109999999999999,-0.21999999999999975,0.7209162132662232,0.5545224005796812,0.6121902533195756,15.7,56,309,7.8,2,13,-0.118587926030159,0.23548671789467335,action
Crime Scene: The Vanishing at the Cecil Hotel,SHOW,The notorious Cecil Hotel grows in infamy when guest Elisa Lam vanishes. A dive into crime's darkest places.,2021,TV-MA,55,"['crime', 'documentation', 'thriller']",['US'],1,5.9,16799,18.971,7.4799999999999995,"['crime', 'documentation']",3.0,1.0,6.6899999999999995,-1.5799999999999992,0.8088363539878316,0.5545224005796812,0.11682624396763078,6.9,21,108,4.9,9,45,-0.8106779437512159,-0.2557686008512974,crime
Trust No One: The Hunt for the Crypto King,MOVIE,"When the young founder of a collapsing cryptocurrency exchange dies unexpectedly, irate investors suspect there's more to his death than meets the eye.",2022,R,90,"['crime', 'documentation']",['GB'],,6.3,4444,24.834,6.4,"['crime', 'documentation']",2.0,1.0,6.35,-0.10000000000000053,0.8476605778130256,0.9307862760908432,0.09402683357379908,16.5,26,151,0.9,10,42,-0.8604936683550477,-0.08860096335411072,crime
Record of Ragnarok,SHOW,"Before eradicating humankind from the world, the gods give them one last chance to prove themselves worthy of survival. Let the Ragnarok battles begin.",2021,TV-MA,24,"['action', 'animation', 'drama', 'fantasy', 'scifi', 'thriller']",['JP'],2,6.2,4923,168.41,8.7661,"['action', 'animation']",6.0,1.0,7.48305,-2.5660999999999996,0.7599205311223641,0.9276483709208561,0.45339074477308755,9.7,27,151,5.2,3,18,-0.04467037320137024,-0.020839571952819824,action
Borrego,MOVIE,"A young botanist relocates to a small desert town to study an invasive plant species. While out on research, she comes to the aid of a downed plane only to find herself taken captive by an inexperienced drug mule who forces her to lead a trek across the sweltering desert to his drop. A local sheriff is drawn into the hunt as his rebellious daughter sets out to find the missing botanist, all the while being pursued by a local drug receiver.",2022,R,102,"['crime', 'thriller']",['US'],,5.7,4122,222.814,6.49,"['crime', 'thriller']",2.0,1.0,6.095000000000001,-0.79,0.8488702049985105,0.5545224005796812,0.7460319337014774,13.0,87,443,12.0,1,7,-0.32530470564961433,0.037885844707489014,crime
Jimmy Savile: A British Horror Story,SHOW,"Jimmy Savile was one of the United Kingdom’s most beloved TV personalities. Shortly after his death in 2011, an investigation prompted more than 450 horrific allegations of sexual assault and abuse, with victims as young as 5.",2022,TV-MA,85,"['crime', 'documentation']",['GB'],1,6.7,6536,3.341,7.119999999999999,"['crime', 'documentation']",2.0,1.0,6.91,-0.41999999999999904,0.8476605778130256,0.9307862760908432,0.14481099252999213,12.0,43,226,5.9,7,36,-0.4948432669043541,-0.29045422933995724,crime
Intrusion,MOVIE,"A woman moves to a small town with her husband, but is rattled when she is targeted for a home invasion.",2021,,92,"['drama', 'thriller']",['US'],,5.2,16272,113.423,6.4,"['drama', 'thriller']",2.0,1.0,5.800000000000001,-1.2000000000000002,0.7739429126779911,0.5545224005796812,0.7460319350009602,7.9,23,104,21.5,1,9,-0.6033973833546042,-0.22933190315961838,drama
Nightbooks,MOVIE,"Alex, a boy obsessed with scary stories, is imprisoned by an evil young witch in her contemporary New York City apartment.",2021,,103,"['family', 'fantasy', 'horror']","['CA', 'US']",,5.7,8573,80.549,6.67,"['family', 'fantasy']",3.0,2.0,6.1850000000000005,-0.9699999999999998,0.8928235531958265,0.7968013682594776,0.6121902517831179,12.0,24,122,26.2,1,10,-0.6573694683611393,0.057996973395347595,family
Through My Window,MOVIE,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",2022,R,116,"['comedy', 'drama', 'romance']",['ES'],,5.4,9082,236.503,7.732000000000001,"['drama', 'romance']",3.0,1.0,6.566000000000001,-2.3320000000000007,0.6961172323212071,0.9738945956460092,0.40979224920856205,17.6,26,152,3.6,3,17,0.26164862141013145,0.008771166205406189,comedy
My Wonderful Life,MOVIE,"Middle-aged Joanna tries tirelessly to reconcile being a mother, daughter, grandmother, wife, lover, housewife and high-school teacher. But she seems to be losing her patience.",2021,,99,"['comedy', 'drama', 'romance']",['PL'],,5.8,626,4.228,5.05,"['comedy', 'romance']",3.0,1.0,5.425,0.75,0.6961172323212071,0.9942432312170016,0.4533907460795686,13.5,32,176,3.6,3,17,-0.7634853785857558,0.6597418580204248,comedy
The Marked Heart,SHOW,This new Colombian telenovela is about a man who has to watch his wife die and have her heart extracted to give to another woman. He’s out for revenge in the world of organ trafficking.,2022,TV-MA,44,"['drama', 'thriller']",['CO'],2,6.4,1824,273.963,8.2666,"['drama', 'thriller']",2.0,1.0,7.3333,-1.8666,0.7739429126779911,0.9937356780162604,0.5013732895582407,7.6,39,185,2.1,3,16,-0.7830330273136497,0.01646079123020172,drama
New Heights,SHOW,When business consultant Michi Wyss inherits his late father's troubled farm he must confront his rural past -- and his family's future.,2021,TV-MA,48,['drama'],['CH'],1,6.7,525,8.664,8.110000000000001,['drama'],1.0,1.0,7.405000000000001,-1.410000000000001,0.7665544751910898,0.9983783917700655,0.6121902531023039,14.9,25,136,3.1,2,11,-0.22741497680544853,0.030800282955169678,drama
Life After Death with Tyler Henry,SHOW,Clairvoyant medium Tyler Henry offers clarity and closure from the beyond while searching through his own family's past in an intimate reality series.,2022,TV-MA,43,['reality'],['US'],1,5.9,913,2.222,5.95,['reality'],1.0,1.0,5.925000000000001,-0.04999999999999982,0.9555180933659505,0.5545224005796812,0.1301061127224317,16.3,25,150,3.6,6,33,0.4750544400885701,-0.03505950793623924,reality
That’s My Time with David Letterman,SHOW,David Letterman invites some of the hottest up-and-coming stand-up stars to perform a set and sit down for a chat.,2022,TV-MA,18,['comedy'],['US'],1,6.7,140,1.868,7.3,['comedy'],1.0,1.0,7.0,-0.5999999999999996,0.7743576575786824,0.5545224005796812,0.11682624401215204,10.9,21,114,5.1,8,35,0.8994184088078327,0.15890254080295563,comedy
Pretend It's a City,SHOW,"Wander the New York City streets and fascinating mind of wry writer, humorist and raconteur Fran Lebowitz as she sits down with Martin Scorsese.",2021,TV-14,29,"['comedy', 'documentation']",['US'],1,8.1,7296,3.576,7.839999999999999,"['comedy', 'documentation']",2.0,1.0,7.969999999999999,0.2600000000000007,0.7773926129874297,0.5545224005796812,0.334252951455131,14.3,26,144,-0.7,5,19,0.9023624211549759,0.00554279237985611,comedy
The Takedown,MOVIE,"Plot Unknown, Sequel of On the Other Side of the Tracks (2012).",2022,,119,"['action', 'comedy', 'crime', 'drama']",['FR'],,5.7,5948,312.312,6.4,"['action', 'comedy']",4.0,1.0,6.050000000000001,-0.7000000000000002,0.7032931540586449,0.9695844725650858,0.6759702657479508,5.0,16,63,5.5,2,12,-0.030922405421733856,-0.09177500009536743,action
Q-Force,SHOW,A handsome secret agent and his team of LGBTQ superspies embark on extraordinary adventures.,2021,TV-MA,27,"['action', 'animation', 'comedy', 'crime', 'fantasy', 'scifi']",['US'],1,6.3,5294,10.637,7.4799999999999995,"['action', 'animation']",6.0,1.0,6.89,-1.1799999999999997,0.7625991910835577,0.5545224005796812,0.6759702646787173,12.1,15,92,12.0,1,7,0.8842158588813618,-0.05976121127605438,action
The Summit of the Gods,MOVIE,A photojournalist’s obsessive quest for the truth about the first expedition to Mt. Everest leads him to search for an esteemed climber who went missing.,2021,PG,95,"['animation', 'drama', 'history', 'sport', 'thriller']","['FR', 'LU']",,7.5,5485,8.906,8.110000000000001,"['animation', 'thriller']",5.0,2.0,7.805000000000001,-0.6100000000000012,0.8465530087349419,0.9839995052252842,0.5013732884811726,9.1,29,153,-2.1,5,22,-0.1385897919535637,0.13677603751420975,animation
Love Hard,MOVIE,"An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for the holidays, only to discover that she's been catfished. This lighthearted romantic comedy chronicles her attempt to reel in love.",2021,,104,"['comedy', 'romance']",['US'],,6.3,49784,24.112,7.39,"['comedy', 'romance']",2.0,1.0,6.845,-1.0899999999999999,0.7767652088457677,0.5545224005796812,0.7460319363540596,10.9,48,236,-1.7,2,9,0.42475079372525215,0.5074215233325958,comedy
Pete Davidson Presents: The Best Friends,MOVIE,"Pete Davidson jokes about rumors, free plane rides and his very weird year as he invites his friends onstage for a night of stand-up comedy and music.",2022,PG-13,58,"['comedy', 'documentation']",['US'],,4.7,569,3.503,7.3,"['comedy', 'documentation']",2.0,1.0,6.0,-2.5999999999999996,0.7773926129874297,0.5545224005796812,0.1301061155383725,13.7,29,150,9.0,7,40,-0.027873605489730835,0.31546053756028414,comedy
That Girl Lay Lay,SHOW,"That Girl Lay Lay follows Lay Lay, the perfect hype girl and best friend that anyone could ever want from their personal affirmation app. Struggling to make her mark at school and needing a best friend to talk to, Sadie wishes upon a star that Lay Lay was real and could help teach her how to stand out. When her wish comes true and Lay Lay is magically brought to life, the two friends learn that when they are together, they can accomplish anything, and navigate life as teenagers and discover who they truly are.",2021,TV-G,22,['comedy'],['US'],2,3.6,254,5.946,9.55,['comedy'],1.0,1.0,6.575,-5.950000000000001,0.7743576575786824,0.5545224005796812,0.4533907474567106,15.3,103,515,-3.0,4,17,0.8928462273906916,-0.01140543818473816,comedy
The Pirates: The Last Royal Treasure,MOVIE,"A gutsy crew of Joseon pirates and bandits battle stormy waters, puzzling clues and militant rivals in search of royal gold lost at sea.",2022,,126,"['action', 'comedy', 'history']",['KR'],,6.0,3367,94.042,6.9399999999999995,"['action', 'comedy']",3.0,1.0,6.47,-0.9399999999999995,0.8416487360031991,0.9686905083549058,0.1448109907904424,12.8,26,136,5.9,7,36,-0.04548826068639755,0.06451909802854061,action
Blue Period,SHOW,"Bored with life, popular high schooler Yatora Yaguchi jumps into the beautiful yet unrelenting world of art after finding inspiration in a painting.",2021,TV-14,25,"['animation', 'drama']",['JP'],1,7.7,1956,8.106,7.93,"['animation', 'drama']",2.0,1.0,7.8149999999999995,-0.22999999999999954,0.8213658283116417,0.9276483709208561,0.6121902526252787,15.9,25,148,3.1,2,11,0.7681740173138678,-0.16630787402391434,animation
Kotaro Lives Alone,SHOW,A lonely little boy moves into a ramshackle apartment building all on his own and makes friends with the broke manga artist who lives next door.,2022,TV-14,27,"['animation', 'comedy', 'drama']",['JP'],1,8.4,2281,13.897,7.21,"['animation', 'drama']",3.0,1.0,7.805,1.1900000000000004,0.7340281819322553,0.9276483709208561,0.37019630929199265,13.1,27,144,5.2,3,18,-0.1461385264992714,-0.15775902196764946,animation
The Sound of Magic,SHOW,An enigmatic magician living in an abandoned amusement park introduces magic into the life of a high schooler struggling with harsh realities.,2022,TV-14,69,"['drama', 'fantasy', 'music', 'scifi']",['KR'],1,7.7,2783,117.687,7.75,"['drama', 'scifi']",4.0,1.0,7.725,-0.04999999999999982,0.8482130133097052,0.9686905083549058,0.5541555506290796,15.5,23,142,-1.9,4,18,0.09882306307554245,0.16916975192725658,drama
Beckett,MOVIE,An American tourist in Greece finds himself on the run after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.,2021,R,109,"['action', 'crime', 'drama', 'thriller']","['BR', 'IT']",,5.6,25703,86.212,6.67,"['crime', 'thriller']",4.0,2.0,6.135,-1.0700000000000003,0.7487047962481351,0.9829832904791087,0.7460319345497815,15.6,28,161,12.0,1,7,-0.8292244835756719,-0.0056150853633880615,action
The Block Island Sound,MOVIE,What’s controlling the town on Block Island? There’s a force lurking off the coast and the wildlife and people are all behaving strangely.,2021,,98,"['horror', 'scifi', 'thriller']",['US'],,5.3,7778,8.983,5.77,"['horror', 'scifi']",3.0,1.0,5.535,-0.46999999999999975,0.8699625826788843,0.5545224005796812,0.40979224842987,8.1,29,138,2.9,4,22,-0.791608682833612,0.005973830819129944,horror
Baki Hanma,SHOW,"To gain the skills he needs to surpass his powerful father, Baki enters Arizona State Prison to take on the notorious inmate known as Mr. Unchained.",2021,TV-MA,25,"['action', 'animation', 'drama', 'sport', 'thriller']",['JP'],2,6.6,1685,211.093,8.2441,"['action', 'animation']",5.0,1.0,7.42205,-1.6441,0.8098736042332314,0.9276483709208561,0.612190251945319,13.8,28,148,0.8,2,10,-0.070027656853199,-0.012524634599685669,action
Night Teeth,MOVIE,"A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions - and their dangerous, shadowy underworld - he must fight to stay alive.",2021,,107,"['action', 'comedy', 'crime', 'drama', 'fantasy', 'horror', 'thriller']","['GB', 'US']",,5.6,17526,68.073,6.85,"['crime', 'drama']",7.0,2.0,6.225,-1.25,0.7092112388824995,0.7422619687202474,0.6121902531179283,13.4,42,239,3.1,2,11,-0.29306651651859283,-0.03895829617977142,action
Super Crooks,SHOW,Johnny Bolt recruits a group of ragtag supervillains for one last heist. Their target: A ruthless super-powered crime boss. What can go wrong?,2021,TV-MA,30,"['action', 'animation', 'crime', 'drama', 'fantasy', 'scifi']",['JP'],1,7.1,2254,6.317,7.4799999999999995,"['action', 'crime']",6.0,1.0,7.289999999999999,-0.3799999999999999,0.7668313378873183,0.9276483709208561,0.6759702641946778,7.0,27,142,5.5,2,12,-0.12201069295406342,-0.6562645584344864,action
Our Beloved Summer,SHOW,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera — and into each other's lives.",2021,TV-14,61,"['comedy', 'drama']",['KR'],1,,,17.209,9.010000000000002,"['comedy', 'drama']",2.0,1.0,9.010000000000002,,0.676586758987894,0.9686905083549058,0.4533907454029334,14.4,29,149,5.2,3,18,-0.212224543094635,0.7540672081522644,comedy
Cosmic Sin,MOVIE,"In the year 2524, four centuries after humans started colonizing the outer planets, retired General James Ford gets called back into service when a hostile alien fleet attacks soldiers on a remote planet. The threat against mankind soon escalates into an interstellar war as Ford and a team of elite soldiers try to stop the imminent attack before it's too late.",2021,R,88,"['action', 'scifi']",['US'],,2.5,12517,98.432,4.78,"['action', 'scifi']",2.0,1.0,3.64,-2.2800000000000002,0.8811798314355177,0.5545224005796812,0.6121902519583159,17.1,66,362,0.8,2,10,-0.5727367158979177,-0.15835727006196976,action
Cyber Hell: Exposing an Internet Horror,MOVIE,"Anonymous and exploitative, a network of online chat rooms ran rampant with sex crimes. The hunt to take down its operators required guts and tenacity.",2022,,105,"['crime', 'documentation']",['KR'],,6.5,1407,186.89,7.39,"['crime', 'documentation']",2.0,1.0,6.945,-0.8899999999999997,0.8476605778130256,0.9686905083549058,0.07549304840250821,8.7,28,151,8.3,7,39,-0.8920762371271849,-0.8242483092471957,crime
"Mom, Don't Do That!",SHOW,"After her husband's death, a 60-year-old mom decides to find love again to the joy and annoyance of her two daughters. Based on a true story.",2022,TV-MA,53,"['comedy', 'drama', 'romance']",['TW'],1,6.5,87,116.074,9.1,"['comedy', 'drama']",3.0,1.0,7.8,-2.5999999999999996,0.6961172323212071,0.9919903435176843,0.33425294932141747,6.1,30,141,-0.7,7,19,0.5787609852850437,-0.662441436201334,comedy
America: The Motion Picture,MOVIE,A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.,2021,R,98,"['action', 'animation', 'comedy', 'fantasy', 'history', 'scifi', 'war']",['US'],,5.6,6349,68.439,6.22,"['action', 'animation']",7.0,1.0,5.91,-0.6200000000000001,0.8212932945156475,0.5545224005796812,0.24526100240176588,16.5,24,151,8.8,5,27,0.08755604550242424,-0.10506570339202881,action
Like A Rolling Stone: The Life & Times of Ben Fong-Torres,MOVIE,Suzanne Joe Kai’s intimate documentary shows us how the Rolling Stone writer and editor defined the cultural zeitgeist of the ’60s and ’70s.,2021,,102,['documentation'],['US'],,7.3,233,1.706,10.0,['documentation'],1.0,1.0,8.65,-2.7,0.8829181764295086,0.5545224005796812,0.048296918306271745,14.2,28,140,5.7,12,57,0.0996391624212265,0.04194188304245472,documentation
SAS: Red Notice,MOVIE,A small army of well trained criminals led by Grace Lewis have hijacked a train deep beneath the English Channel.,2021,R,124,"['action', 'drama', 'thriller']","['CH', 'GB', 'HU', 'NL']",,5.2,18190,89.579,6.3100000000000005,"['action', 'thriller']",3.0,4.0,5.755000000000001,-1.1100000000000003,0.7613371103254047,0.977239978556764,0.6121902520690152,10.7,21,113,0.5,4,15,-0.8426858331076801,-0.10323235392570496,action
Vincenzo,SHOW,"Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",2021,,81,"['action', 'comedy', 'crime', 'drama', 'romance']",['KR'],1,8.4,16358,50.764,8.92,"['action', 'drama']",5.0,1.0,8.66,-0.5199999999999996,0.6864880798072767,0.9686905083549058,0.6759702639993264,14.6,56,306,16.8,1,8,-0.3453115150332451,0.0502392053604126,action
Tyler Perry's A Madea Homecoming,MOVIE,Madea's back - hallelujer! And she's not putting up with any nonsense as family drama erupts at her great-grandson's college graduation celebration.,2022,R,105,"['comedy', 'drama', 'romance']",['US'],,5.6,3697,68.483,7.03,"['comedy', 'drama']",3.0,1.0,6.3149999999999995,-1.4300000000000006,0.6961172323212071,0.5545224005796812,0.17908600374170594,12.3,27,148,7.4,6,32,0.3208920806646347,0.07805118057876825,comedy
The God Committee,MOVIE,"An organ transplant committee has one hour to decide which of three patients deserves a life-saving heart. Seven years later, the committee members struggle with the consequences of that fateful decision.",2021,,98,"['drama', 'thriller']",['US'],,5.8,3964,13.632,7.39,"['drama', 'thriller']",2.0,1.0,6.595,-1.5899999999999999,0.7739429126779911,0.5545224005796812,0.45339074553209135,12.7,34,204,3.6,3,17,-0.6765727680176497,0.021438926458358765,drama
Thunder Force,MOVIE,"In a world where supervillains are commonplace, two estranged childhood best friends reunite after one devises a treatment that gives them powers to protect their city.",2021,PG-13,107,"['action', 'comedy', 'fantasy', 'scifi']",['US'],,4.4,41508,47.631,6.130000000000001,"['comedy', 'scifi']",4.0,1.0,5.265000000000001,-1.7300000000000004,0.7944509191767402,0.5545224005796812,0.6759702651277381,17.5,28,168,7.8,2,13,-0.005417287349700928,0.0907672792673111,action
Sophie: A Murder in West Cork,SHOW,A shocking murder in rural Ireland sets off an increasingly convoluted quest for justice that spans decades and cuts across national borders.,2021,TV-14,55,"['crime', 'documentation', 'history', 'thriller']",['GB'],1,6.8,5234,6.016,6.85,"['crime', 'documentation']",4.0,1.0,6.824999999999999,-0.04999999999999982,0.8348056507526516,0.9307862760908432,0.1790860040558944,15.2,23,141,0.4,7,29,-0.8717013180721551,-0.33001999743282795,crime
Dangerous Liaisons,MOVIE,"Book smart Célène falls for bad boy Tristan at her new Biarritz high school, unaware she's part of a cruel bet he's made with social media queen Vanessa.",2022,,109,"['drama', 'romance']",['FR'],,3.9,1040,81.133,5.8375,"['drama', 'romance']",2.0,1.0,4.86875,-1.9375000000000004,0.7809468902141508,0.9695844725650858,0.6121902510525544,13.8,32,153,19.6,2,18,-0.5259600058197975,-0.8829074325039983,drama
He-Man and the Masters of the Universe,SHOW,"Eternia's Prince Adam discovers the power of Grayskull and transforms into He-Man, Master of the Universe. A reimagining of the classic animated series.",2021,TV-Y7,25,"['action', 'animation', 'comedy', 'drama', 'family', 'fantasy', 'scifi']",['US'],3,5.8,1679,22.627,7.3702000000000005,"['action', 'animation']",7.0,1.0,6.585100000000001,-1.5702000000000007,0.7283360677401045,0.5545224005796812,0.13010611403740854,10.9,27,152,3.6,7,38,0.35751648247241974,0.14594433270394802,action
Awake,MOVIE,"After a sudden global event wipes out all electronics and takes away humankind’s ability to sleep, chaos quickly begins to consume the world. Only Jill, an ex-soldier with a troubled past, may hold the key to a cure in the form of her own daughter. The question is, can Jill safely deliver her daughter and save the world before she herself loses her mind.",2021,R,96,"['action', 'drama', 'scifi', 'thriller']",['US'],,4.9,21498,89.154,6.4,"['drama', 'scifi']",4.0,1.0,5.65,-1.5,0.7690350744325556,0.5545224005796812,0.8229586845168437,10.8,73,356,2.6,1,5,-0.6128237340599298,0.0019284039735794067,action
The Ultimatum: Marry or Move On,SHOW,Get hitched or call it quits? Couples put their love to the test — while shacking up with other potential matches — in a provocative reality series.,2022,TV-MA,49,['reality'],['US'],1,5.4,1759,2.696,6.58,['reality'],1.0,1.0,5.99,-1.1799999999999997,0.9555180933659505,0.5545224005796812,0.19898672372350057,7.8,29,148,2.0,7,31,0.1404346562922001,-0.06508943066000938,reality
Katla,SHOW,"A year after a subglacial volcano erupts, mysterious elements from prehistoric times emerge from the melting ice, bringing unforeseen consequences.",2021,TV-MA,46,"['drama', 'scifi', 'thriller']",['IS'],1,7.0,13472,52.807,7.4799999999999995,"['drama', 'thriller']",3.0,1.0,7.24,-0.47999999999999954,0.7923188911799987,0.9985247017147498,0.8229586856453543,18.7,23,147,2.6,1,5,-0.2565733231604099,-0.02371862530708313,drama
The Last Bus,SHOW,"After embarking on a life-changing field trip, a group of whip-smart students fight to save humanity from an army of ruthless drones.",2022,TV-PG,35,"['comedy', 'drama', 'family', 'fantasy', 'scifi']",['GB'],1,5.0,590,3.658,8.379999999999999,"['comedy', 'scifi']",5.0,1.0,6.6899999999999995,-3.379999999999999,0.7561299431681541,0.9307862760908432,0.7460319357372384,13.5,24,133,-4.3,3,12,0.2202291414141655,0.025175057351589203,comedy
7 Prisoners,MOVIE,An impoverished teen seeking to escape the clutches of a human trafficker must weigh living up to his moral code against his struggle to survive.,2021,R,93,"['crime', 'drama']",['BR'],,7.1,6877,95.706,7.39,"['crime', 'drama']",2.0,1.0,7.244999999999999,-0.29000000000000004,0.797275206562767,0.9867304319114597,0.8229586829553656,13.9,26,145,3.1,2,11,-0.7503054845146835,-0.24336087703704834,crime
Tear Along the Dotted Line,SHOW,A cartoonist in Rome with his armadillo-for-a-conscience reflects on his path in life and a would-be love as he and his friends travel outside the city.,2021,TV-14,19,"['animation', 'comedy', 'drama']",['IT'],1,8.7,8053,24.559,8.47,"['comedy', 'drama']",3.0,1.0,8.585,0.22999999999999865,0.7340281819322553,0.9891755479169907,0.24526099987492786,14.6,27,152,1.8,5,26,0.14032963756471872,-0.008681714534759521,animation
He's All That,MOVIE,"To get revenge on her ex-boyfriend, an influencer attempts to transform an unpopular classmate into prom king.",2021,R,91,"['comedy', 'romance']",['US'],,4.3,24253,79.838,7.119999999999999,"['comedy', 'romance']",2.0,1.0,5.709999999999999,-2.8199999999999994,0.7767652088457677,0.5545224005796812,0.6121902527062743,13.1,19,110,-2.7,4,13,-0.2875489741563797,0.3113715797662735,comedy
Pretty Guardians Sailor Moon Eternal The Movie,SHOW,"When a dark power enshrouds the Earth after a total solar eclipse, the scattered Sailor Guardians must reunite to bring light back into the world.",2021,TV-14,81,['action'],['JP'],1,,,19.654,9.639999999999999,['action'],1.0,1.0,9.639999999999999,,0.8972631846258522,0.9276483709208561,0.06046087544592061,14.1,27,146,9.0,7,46,0.08731931447982788,0.2788729025050998,action
Robin Robin,MOVIE,A bird raised by mice begins to question where she belongs and sets off on a daring journey of self-discovery.,2021,G,30,"['action', 'animation', 'comedy', 'family', 'music']",['GB'],,7.2,1533,46.42,7.39,"['action', 'animation']",5.0,1.0,7.295,-0.1899999999999995,0.8118477546124607,0.9307862760908432,0.5541555483631895,10.0,21,110,3.1,2,11,-0.08233190700411797,0.09582249447703362,action
Prayers for the Stolen,MOVIE,Life in a town at war seen through the eyes of three young girls on the path to adolescence.,2021,R,110,['drama'],"['AR', 'BR', 'CH', 'DE', 'MX', 'QA', 'US']",,7.3,1729,16.208,8.02,['drama'],1.0,7.0,7.66,-0.7199999999999998,0.7665544751910898,0.9260370481158132,0.3701963097302514,6.4,20,92,2.9,4,22,-0.4792534299194813,0.04220166057348251,drama
Aziz Ansari: Nightclub Comedian,MOVIE,"After another year of lockdowns, Aziz takes the stage to skewer pandemic life, quarantines, vaccine cards, celebrity side-gigs, smartphones and more.",2022,R,29,['comedy'],['US'],,7.0,2235,3.061,7.03,['comedy'],1.0,1.0,7.015000000000001,-0.03000000000000025,0.7743576575786824,0.5545224005796812,0.30164126434410554,18.0,27,149,13.5,5,31,-0.40669792890548706,-0.025975927710533142,comedy
Kuttavum Shikshayum,MOVIE,A five-member Kerala Police have to use their best policing skills when they go to Rajasthan to nab a gang behind a jewellery shop theft.,2022,,136,"['action', 'crime', 'drama', 'thriller']",['IN'],,6.2,610,3.096,8.65,"['crime', 'drama']",4.0,1.0,7.425000000000001,-2.45,0.7487047962481351,0.9216856422869464,0.334252949058428,12.4,26,137,22.0,2,19,-0.04914488643407822,-0.022157788276672363,action
