title,type,release_year,age_certification,runtime,genre,production_countries,seasons,imdb_votes,tmdb_popularity,average_score
Jeff Garlin: Our Man in Chicago,MOVIE,2019,,58,comedy,['GB'],,425,2.251,6.285
Iliza Shlesinger: Unveiled,MOVIE,2019,,78,comedy,['US'],,1688,4.031,6.675000000000001
Seth Meyers: Lobby Baby,MOVIE,2019,,61,comedy,['US'],,2592,3.921,7.35
Milea,MOVIE,2020,,99,drama,['ID'],,564,3.228,6.115
Arsenio Hall: Smart and Classy,MOVIE,2019,,63,comedy,['US'],,460,3.367,6.155
A Christmas Movie Christmas,MOVIE,2019,G,90,fantasy,['US'],,1211,4.137,5.955
Mike Birbiglia: The New One,MOVIE,2019,,85,comedy,[],,1845,1.696,7.68
Rock N' Roll Christmas,MOVIE,2019,PG,90,comedy,['CA'],,,3.449,6.22
Ramprasad Ki Tehrvi,MOVIE,2019,,106,drama,['IN'],,5385,2.54,6.995
The Princess Switch: Switched Again,MOVIE,2020,G,97,comedy,"['GB', 'US']",,,21.463,7.210000000000001
Zoé: Panoramas,MOVIE,2017,PG,89,documentation,['XX'],,78,,6.8
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,MOVIE,2019,PG-13,13,documentation,['US'],,1415,2.744,7.199999999999999
Fire in Paradise,MOVIE,2019,,39,documentation,['US'],,,4.532,7.03
The Ice Road,MOVIE,2021,PG-13,109,action,['US'],,38927,35.718,6.4540500000000005
Grand Isle,MOVIE,2019,,97,thriller,['US'],,4717,30.783,5.41
My Little Pony: A New Generation,MOVIE,2021,PG,91,music,"['CA', 'IE', 'US']",,3657,88.17,7.5
Dead Kids,MOVIE,2019,,94,crime,['PH'],,494,3.644,5.805
Fadily Camara: La plus drôle de tes copines,MOVIE,2019,,54,comedy,['FR'],,50,2.2,6.1850000000000005
Go! The Unforgettable Party,MOVIE,2019,,60,music,['AR'],,144,12.439,6.47
Whipped,MOVIE,2020,,97,drama,['ID'],,642,2.293,5.380000000000001
Shootout at Lokhandwala,MOVIE,2007,PG-13,145,action,['IN'],,10213,5.534,6.975
Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,MOVIE,2019,,45,documentation,['JP'],,,0.72,6.4
Memories of a Teenager,MOVIE,2019,,93,drama,['AR'],,816,10.489,7.305
Vic the Viking and the Magic Sword,MOVIE,2019,,82,animation,"['BE', 'DE', 'FR']",,,5.369,5.77
Pinkfong & Baby Shark's Space Adventure,MOVIE,2019,,66,animation,"['KR', 'US']",,74,3.193,4.85
Skyfire,MOVIE,2019,PG-13,93,action,['CN'],,2807,13.09,6.119999999999999
She Is,MOVIE,2019,,106,drama,[],,6,1.103,5.8
Da 5 Bloods,MOVIE,2020,R,156,war,['US'],,50520,16.232,6.72
Doing Hard Time,MOVIE,2004,R,95,action,['US'],,,7.867,5.77
John Mulaney & The Sack Lunch Bunch,MOVIE,2019,PG,70,comedy,['US'],,3532,5.581,7.395
18 Presents,MOVIE,2020,,110,drama,['IT'],,3791,10.49,7.325
"Lorena, Light-footed Woman",MOVIE,2019,,28,documentation,['MX'],,,3.067,6.760000000000001
Rogue Warfare: The Hunt,MOVIE,2019,R,103,action,['US'],,590,8.239,4.57
Super Monsters Save Christmas,MOVIE,2019,G,24,family,['US'],,57,2.865,5.6
What the F* Is Going On?,MOVIE,2019,,86,documentation,['ES'],,173,1.009,7.44
True: Winter Wishes,MOVIE,2019,G,45,action,['CA'],,,3.056,6.760000000000001
Ala Vaikunthapurramuloo,MOVIE,2020,PG-13,165,action,['IN'],,17029,9.691,7.21
100% Wolf,MOVIE,2020,PG,96,animation,"['AU', 'BE']",,1674,58.589,5.955
The Irishman: In Conversation,MOVIE,2019,,23,documentation,['US'],,,6.163,7.84
M8 - When Death Rescues Life,MOVIE,2019,,84,thriller,['BR'],,630,2.772,7.51
Michelle Wolf: Joke Show,MOVIE,2019,,59,comedy,['US'],,1621,3.234,7.16
Ronny Chieng: Asian Comedian Destroys America!,MOVIE,2019,,63,comedy,['US'],,3224,3.464,7.35
Guatemala: Heart of the Mayan World,MOVIE,2019,,66,documentation,"['GT', 'UY']",,224,2.275,6.41
Jack Whitehall: Christmas with my Father,MOVIE,2019,,64,comedy,[],,951,0.761,6.380000000000001
Tiffany Haddish: Black Mitzvah,MOVIE,2019,,55,comedy,['US'],,967,1.91,6.484999999999999
After the Raid,MOVIE,2019,,25,documentation,"['MX', 'US']",,,2.196,5.86
Spree,MOVIE,2020,,93,horror,['US'],,8806,27.237,6.42
Miss Americana,MOVIE,2020,R,85,music,['US'],,19482,16.672,7.755
Disclosure,MOVIE,2020,,107,documentation,['US'],,5421,13.019,8.29
Amulet,MOVIE,2020,R,99,horror,['GB'],,3544,25.944,5.375
Save Yourselves!,MOVIE,2020,R,93,comedy,['US'],,6945,10.687,6.050000000000001
The Nowhere Inn,MOVIE,2021,,92,horror,['US'],,1018,5.568,6.23
Dick Johnson Is Dead,MOVIE,2020,PG-13,89,documentation,['US'],,6511,7.932,7.53
Spaceship Earth,MOVIE,2020,,115,documentation,['US'],,1774,3.368,6.535
His House,MOVIE,2020,,93,thriller,['GB'],,39988,27.065,6.675000000000001
Crip Camp: A Disability Revolution,MOVIE,2020,R,107,documentation,['US'],,7428,10.547,7.635
Horse Girl,MOVIE,2020,R,104,drama,['US'],,,14.15,6.04
Farewell Amor,MOVIE,2020,,95,romance,['US'],,,4.941,7.48
Mucho Mucho Amor: The Legend of Walter Mercado,MOVIE,2020,,96,documentation,['US'],,3312,7.262,7.475
Coded Bias,MOVIE,2020,,86,documentation,"['CN', 'GB', 'US']",,2311,3.365,7.135
The Reason I Jump,MOVIE,2020,,82,documentation,"['GB', 'US']",,835,2.638,7.49
Giving Voice,MOVIE,2020,PG-13,90,documentation,['US'],,,2.685,6.67
The Mole Agent,MOVIE,2020,,89,documentation,"['CL', 'DE', 'ES', 'NL', 'US']",,8370,10.942,7.944999999999999
Wander Darkly,MOVIE,2020,R,97,drama,['US'],,1460,6.22,6.275
Spookley and the Christmas Kittens,MOVIE,2019,,44,music,['US'],,,2.287,
Irandam Ulagaporin Kadaisi Gundu,MOVIE,2019,,141,drama,['IN'],,970,1.87,6.890000000000001
Spirit Riding Free: Spirit of Christmas,MOVIE,2019,PG,45,animation,['US'],,124,8.492,6.205
Tootsies & The Fake,MOVIE,2019,,108,comedy,['TH'],,485,3.134,5.52
A Nasty Piece of Work,MOVIE,2019,,90,thriller,['US'],,,11.898,7.39
Four Good Days,MOVIE,2021,R,100,drama,['US'],,6040,28.469,6.805000000000001
Some Kind of Heaven,MOVIE,2021,,83,documentation,['US'],,2441,5.51,7.25
The Painter and the Thief,MOVIE,2020,,102,documentation,['NO'],,3569,2.297,7.58
Out of the Clear Blue Sky,MOVIE,2019,,112,drama,"['MX', 'US']",,1447,16.945,7.4399999999999995
A Family Reunion Christmas,MOVIE,2019,,29,comedy,['US'],,219,7.028,6.145
Pets United,MOVIE,2019,,89,comedy,"['CN', 'DE', 'GB']",,2754,65.129,5.005000000000001
Pilgrim,MOVIE,2019,,80,thriller,['US'],,,10.011,6.49
Taxi Driver,MOVIE,1976,R,114,drama,['US'],,808582,40.965,8.28055
How to Train Your Dragon: Snoggletog Log,MOVIE,2019,,28,animation,[],,,23.189,6.9399999999999995
Escape from Pretoria,MOVIE,2020,PG-13,102,thriller,"['AU', 'CA', 'GB', 'US', 'ZA']",,33929,17.112,7.1850000000000005
#FriendButMarried 2,MOVIE,2020,,104,drama,['ID'],,311,2.063,7.325
Layla Majnun,MOVIE,2021,,119,romance,['ID'],,277,2.727,6.875
Tarung Sarung,MOVIE,2020,,115,drama,['ID'],,196,3.165,6.78
John Was Trying to Contact Aliens,MOVIE,2020,,16,documentation,['US'],,,3.332,6.8500000000000005
A Fall from Grace,MOVIE,2020,,120,thriller,['US'],,15341,13.235,6.590949999999999
Shine Your Eyes,MOVIE,2020,,102,drama,"['BR', 'FR']",,321,3.042,6.9
The Social Dilemma,MOVIE,2020,PG-13,94,drama,['US'],,80916,20.38,7.675
Thambi,MOVIE,2019,,150,thriller,['IN'],,,2.896,6.760000000000001
12 Pups of Christmas,MOVIE,2019,PG,90,romance,['US'],,602,2.737,5.165
Words Bubble Up Like Soda Pop,MOVIE,2020,,87,animation,['JP'],,,19.969,7.66
Rogue Warfare: Death of a Nation,MOVIE,2020,R,103,war,['US'],,380,3.373,4.3100000000000005
Dolly Parton: Here I Am,MOVIE,2019,,89,documentation,['GB'],,1502,3.26,7.615
The App,MOVIE,2019,,79,drama,['IT'],,1347,7.473,3.1550000000000002
Romance Doll,MOVIE,2020,,123,romance,['JP'],,,3.275,5.86
Ip Man: Kung Fu Master,MOVIE,2019,,82,drama,['CN'],,863,17.537,5.9
Ludo,MOVIE,2020,PG-13,150,crime,['IN'],,37528,10.329,7.675
Savage State,MOVIE,2020,,116,western,"['CA', 'FR']",,,5.921,6.13
Hubie Halloween,MOVIE,2020,PG-13,103,horror,['US'],,48575,18.454,5.800000000000001
Aaviri,MOVIE,2019,,113,drama,['IN'],,104,0.994,4.05
World Famous Lover,MOVIE,2020,,156,romance,['IN'],,3206,2.038,5.7
Masameer: The Movie,MOVIE,2020,,112,animation,['SA'],,2274,2.473,6.24
Midnight Kiss,MOVIE,2019,,89,horror,['US'],,,4.643,6.04
Ghost Stories,MOVIE,2020,,144,horror,['IN'],,,4.35,5.680000000000001
Jingle Jangle: A Christmas Journey,MOVIE,2020,PG,122,fantasy,['US'],,18374,28.329,6.692500000000001
Tigertail,MOVIE,2020,PG,91,drama,['US'],,3589,6.618,6.905
The Old Guard,MOVIE,2020,R,125,fantasy,['US'],,158247,20.588,7.04
Eurovision Song Contest: The Story of Fire Saga,MOVIE,2020,PG-13,123,music,['US'],,92086,10.817,6.630000000000001
The Willoughbys,MOVIE,2020,PG,92,comedy,['CA'],,18662,22.543,6.845
Hillbilly Elegy,MOVIE,2020,R,117,drama,['US'],,41469,12.825,6.91
Shimla Mirchi,MOVIE,2020,,129,romance,['IN'],,1537,2.477,4.6
I Am Vengeance: Retaliation,MOVIE,2020,R,90,action,['GB'],,3075,10.168,4.945
So Much Love to Give,MOVIE,2020,,108,comedy,['AR'],,,8.255,6.67
Shikara,MOVIE,2020,,118,drama,['IN'],,15092,2.403,4.04
Isi & Ossi,MOVIE,2020,,113,romance,['DE'],,8309,11.061,6.805000000000001
Generasi 90an: Melankolia,MOVIE,2020,,94,drama,['ID'],,,3.285,7.3
Furtive,MOVIE,2020,,84,thriller,['AR'],,328,1.945,5.975
Death Can Wait,MOVIE,2020,,91,comedy,['CO'],,105,4.115,5.59
Jungle Beat: The Movie,MOVIE,2020,G,84,family,['MU'],,1029,21.935,6.35
Riders of Justice,MOVIE,2020,,116,comedy,"['DK', 'SE']",,44685,31.889,7.535
Leslie Jones: Time Machine,MOVIE,2020,,66,comedy,[],,,1.762,6.3100000000000005
Love Sarah,MOVIE,2020,,97,drama,['GB'],,2361,4.81,6.295
Walk Hard: The Dewey Cox Story,MOVIE,2007,R,96,music,['US'],,72095,12.231,6.869999999999999
Sillu Karupatti,MOVIE,2019,G,138,drama,['IN'],,1748,3.546,7.83
Tom Papa: You're Doing Great!,MOVIE,2020,,60,comedy,['US'],,866,4.955,6.845000000000001
Gunda,MOVIE,2021,G,93,documentation,"['ES', 'NO', 'US']",,2183,4.165,7.475
Altered Carbon: Resleeved,MOVIE,2020,,75,scifi,['JP'],,6127,81.179,6.675000000000001
Adú,MOVIE,2020,,119,drama,['ES'],,,10.695,7.210000000000001
Fortune Feimster: Sweet & Salty,MOVIE,2020,,61,comedy,[],,997,1.835,6.6899999999999995
A Love Song for Latasha,MOVIE,2019,,18,documentation,['US'],,,3.684,7.48
God Calling,MOVIE,2018,,120,drama,[],,,1.81,9.1
Bigbug,MOVIE,2022,R,111,comedy,['FR'],,7483,26.497,5.585
High Ground,MOVIE,2021,,104,thriller,['AU'],,1886,5.459,6.630000000000001
Residue,MOVIE,2020,,90,drama,['US'],,576,2.368,6.135
Vir Das: For India,MOVIE,2020,,75,comedy,['IN'],,1260,2.277,8.085
Tersanjung: The Movie,MOVIE,2021,,114,drama,['ID'],,216,2.747,7.09
Wild Mountain Thyme,MOVIE,2020,PG-13,102,romance,"['GB', 'IE']",,7792,12.293,5.734999999999999
Alex Fernández: The Best Comedian in the World,MOVIE,2020,,51,comedy,['MX'],,142,0.741,6.925
Mutiny of the Worker Bees,MOVIE,2020,,100,comedy,['MX'],,478,6.093,5.79
Gunjan Saxena: The Kargil Girl,MOVIE,2020,,112,action,['IN'],,34567,6.318,6.63
Grego Rossello: Disculpe las molestias,MOVIE,2019,,65,comedy,['AR'],,25,1.703,4.5
A Whisker Away,MOVIE,2020,,104,fantasy,['JP'],,9818,64.583,7.449999999999999
Apollo 10½:  A Space Age Childhood,MOVIE,2022,PG-13,98,animation,"['NL', 'US']",,6681,8.534,7.390000000000001
Limitless,MOVIE,2017,,59,documentation,['IN'],,,1.546,
3 Logical Exits,MOVIE,2020,,15,documentation,"['DK', 'GB', 'LB']",,,1.447,
The Man from Toronto,MOVIE,2022,PG-13,110,action,['US'],,31497,1439.906,6.3020499999999995
The Trailer Park Boys Xmas Special,MOVIE,2004,,57,comedy,['CA'],,3446,3.971,7.785
The Assistant,MOVIE,2020,R,87,drama,['US'],,21819,10.282,6.625
Ultras,MOVIE,2020,,109,drama,['IT'],,4892,6.74,6.345000000000001
Hunter in the Blue Side of Manchester,MOVIE,2020,,89,drama,['ID'],,46,1.488,5.7
Amit Tandon: Family Tandoncies,MOVIE,2020,,72,comedy,['IN'],,255,1.388,7.0649999999999995
Bergman Island,MOVIE,2021,R,113,drama,"['BE', 'DE', 'FR', 'MX', 'SE']",,4951,7.614,6.775
DodgeBall: A True Underdog Story,MOVIE,2004,PG-13,92,comedy,"['DE', 'US']",,244328,20.688,6.6850000000000005
Captain Underpants: Epic Choice-o-rama,MOVIE,2020,,37,comedy,['US'],,80,4.5,7.3
The American Game,MOVIE,2019,,92,comedy,['EG'],,,1.773,5.5
Thomas & Friends: Marvelous Machinery,MOVIE,2020,,59,fantasy,[],,16,1.21,4.449999999999999
Dragonheart: Vengeance,MOVIE,2020,PG-13,96,action,['US'],,,35.14,7.3
Night on Earth: Shot in the Dark,MOVIE,2020,,59,documentation,[],,306,1.982,7.59
Hattrick,MOVIE,2007,PG,110,drama,['IN'],,495,2.115,4.9
Dirt Music,MOVIE,2019,PG-13,105,romance,"['AU', 'GB']",,750,5.658,5.845000000000001
David Attenborough: A Life on Our Planet,MOVIE,2020,PG,83,documentation,['GB'],,31625,15.935,8.775
Road to Roma,MOVIE,2020,,73,documentation,['MX'],,656,2.964,7.994999999999999
Tremors: Shrieker Island,MOVIE,2020,PG-13,103,action,['US'],,,21.871,6.67
My Valentine,MOVIE,2020,PG-13,79,thriller,['US'],,,1.853,6.3100000000000005
Leyla Everlasting,MOVIE,2020,,112,comedy,['TR'],,7499,2.482,4.0600000000000005
Rogue City,MOVIE,2020,PG-13,116,crime,['FR'],,,10.026,6.276700000000001
District B13,MOVIE,2004,R,84,action,['FR'],,69692,25.957,7.0649999999999995
Varane Avashyamund,MOVIE,2020,,145,comedy,['IN'],,2803,3.258,7.1
Taylor Tomlinson: Quarter-Life Crisis,MOVIE,2020,,61,comedy,['US'],,3791,4.627,7.4697000000000005
Asphalt Goddess,MOVIE,2020,,126,drama,['MX'],,177,5.8,6.01
The Match,MOVIE,2020,,96,drama,['IT'],,,5.668,6.13
Yeh Ballet,MOVIE,2020,PG-13,117,drama,['IN'],,1335,5.098,7.715
You Cannot Kill David Arquette,MOVIE,2020,R,91,documentation,['US'],,2014,6.139,6.98
Out of My League,MOVIE,2020,,90,romance,['IT'],,2734,12.019,6.699999999999999
Rurouni Kenshin: The Beginning,MOVIE,2021,R,138,action,['JP'],,8273,124.417,7.71
Best Summer Ever,MOVIE,2020,,72,romance,['US'],,126,4.032,6.109999999999999
Luccas Neto in: The End of Christmas,MOVIE,2019,,71,,[],,,1.603,8.02
Nomadland,MOVIE,2020,R,108,drama,['US'],,150438,30.169,7.4350000000000005
Thalaivii,MOVIE,2021,G,153,drama,['IN'],,30621,2.301,5.7
Nightmare Alley,MOVIE,2021,R,150,thriller,['US'],,119740,342.803,7.244999999999999
Hooking Up,MOVIE,2020,R,105,comedy,['US'],,1913,11.166,6.125
Have a Good Trip: Adventures in Psychedelics,MOVIE,2020,,85,documentation,['US'],,7707,12.231,7.005000000000001
Tito,MOVIE,2004,,120,documentation,['EG'],,3214,1.814,7.609999999999999
The Hater,MOVIE,2020,,135,drama,['PL'],,,12.908,7.210000000000001
The Stand In,MOVIE,2020,R,97,comedy,['US'],,3439,7.135,5.37
Ezra,MOVIE,2007,,105,drama,"['AT', 'DE', 'FR', 'GB', 'NG', 'US']",,274,2.368,6.265000000000001
Home2Home,MOVIE,2022,,110,documentation,['DE'],,136,1.908,7.6
Pete Davidson: Alive from New York,MOVIE,2020,,49,comedy,['US'],,4212,4.737,6.295
The Shadow in My Eye,MOVIE,2021,,107,war,['DK'],,9462,22.432,7.633900000000001
The Book of Sun,MOVIE,2020,,130,drama,['SA'],,,3.075,8.29
The Decline,MOVIE,2020,R,83,thriller,['CA'],,8782,7.679,6.29
Don't Look Up,MOVIE,2021,R,138,comedy,['US'],,515337,120.874,7.3436
Bheeshma,MOVIE,2020,,151,comedy,['IN'],,4028,2.2,6.72
Intuition,MOVIE,2020,,116,thriller,['AR'],,2663,15.292,6.085
Bert Kreischer: Hey Big Boy,MOVIE,2020,,62,comedy,['US'],,1973,3.936,7.24
Jagame Thandhiram,MOVIE,2021,,158,comedy,"['GB', 'IN']",,11731,12.421,6.28
Krishna Cottage,MOVIE,2004,,124,thriller,['IN'],,1178,1.357,5.525
Carmen Sandiego: To Steal or Not to Steal,MOVIE,2020,,31,animation,['CA'],,,5.246,6.760000000000001
Forensic,MOVIE,2020,PG-13,134,crime,['IN'],,5124,5.848,6.869999999999999
Tom Segura: Ball Hog,MOVIE,2020,,70,comedy,['US'],,2967,4.265,7.21
A Life of Speed: The Juan Manuel Fangio Story,MOVIE,2020,,92,documentation,['AR'],,1854,5.826,7.19
Marc Maron: End Times Fun,MOVIE,2020,,71,comedy,['US'],,1934,2.864,7.05
The Occupant,MOVIE,2020,R,103,thriller,['ES'],,17289,8.774,6.535
Gangubai Kathiawadi,MOVIE,2022,,157,crime,['IN'],,50163,15.015,7.465
The Legend of Baron To'a,MOVIE,2020,,103,action,['NZ'],,329,3.37,6.76
The Bridge Curse,MOVIE,2020,,87,horror,['TW'],,,35.119,6.8500000000000005
Door Ke Darshan,MOVIE,2020,,114,drama,['IN'],,,3.273,5.32
The Present,MOVIE,2020,PG-13,24,drama,"['PS', 'QA']",,,2.628,7.3
The Secrets We Keep,MOVIE,2020,R,97,thriller,['US'],,5655,12.814,6.145
The Cave,MOVIE,2019,,103,drama,['TH'],,965,4.667,6.1850000000000005
Rurouni Kenshin: The Final,MOVIE,2021,PG-13,139,drama,['JP'],,8614,64.962,7.654999999999999
The Girl Next Door,MOVIE,2004,,110,comedy,['US'],,223380,37.315,6.865
Jersey,MOVIE,2022,,175,drama,['IN'],,10878,68.203,7.390000000000001
Guilty,MOVIE,2020,,119,thriller,['IN'],,,5.475,7.03
The Bridge,MOVIE,2017,,115,drama,['CA'],,38,0.6,5.6
Crawlers,MOVIE,2020,,81,horror,['US'],,,5.523,6.58
Stowaway,MOVIE,2021,PG-13,117,thriller,"['DE', 'US']",,45090,23.376,5.94375
Nobody Sleeps in the Woods Tonight,MOVIE,2020,,102,horror,['PL'],,11603,91.502,5.2
Today We Fix the World,MOVIE,2022,,113,comedy,['AR'],,925,7.384,6.66
Torbaaz,MOVIE,2020,,132,drama,['IN'],,17892,2.797,7.37
Red,MOVIE,2021,,146,thriller,['IN'],,,4.828,8.02
Maradona's Legs,MOVIE,2019,,24,drama,"['AF', 'DE', 'PS']",,,1.25,8.65
Materna,MOVIE,2020,,105,drama,['US'],,227,2.627,4.8
H. H. Holmes: Original Evil,MOVIE,2018,,65,documentation,[],,,0.6,2.17
Sputnik,MOVIE,2020,R,114,scifi,['RU'],,23157,41.921,6.625
Dreamy Eyes,MOVIE,2019,,117,drama,['VN'],,,4.549,7.210000000000001
To All the Boys: Always and Forever,MOVIE,2021,PG-13,115,romance,['US'],,25191,53.199,7.115
Pac’s Scary Halloween,MOVIE,2016,,44,,['US'],,,1.989,7.66
Black Friday,MOVIE,2004,R,161,crime,['IN'],,20768,5.753,8.030000000000001
Dave Chappelle: The Kennedy Center Mark Twain Prize,MOVIE,2020,,86,comedy,['US'],,2179,5.378,7.485
The Fight,MOVIE,2020,PG-13,95,documentation,['US'],,,3.734,5.95
Worth,MOVIE,2021,PG-13,118,drama,"['CA', 'GB', 'US']",,13524,14.465,6.96
Sweet & Sour,MOVIE,2021,,102,comedy,['KR'],,2508,57.384,7.359999999999999
Stardust,MOVIE,2020,R,109,drama,"['CA', 'GB']",,1711,6.552,4.3149999999999995
Villain,MOVIE,2020,R,97,crime,['GB'],,3324,4.029,6.105
Good Luck Chuck,MOVIE,2007,,101,comedy,"['CA', 'US']",,90212,30.423,5.955
Seriously Single,MOVIE,2020,,107,comedy,['ZA'],,1266,7.403,5.85
Showtime 1958,MOVIE,2020,,110,drama,['MY'],,25,1.275,6.225
The God Committee,MOVIE,2021,,98,drama,['US'],,3964,13.632,6.595
House Arrest,MOVIE,2019,,104,comedy,['IN'],,1655,3.176,6.130000000000001
Kappela,MOVIE,2020,,113,romance,['IN'],,3289,,7.5
My Octopus Teacher,MOVIE,2020,,84,documentation,"['GB', 'ZA']",,52771,19.276,8.149999999999999
Finding ʻOhana,MOVIE,2021,PG,123,action,['US'],,10056,50.07,6.475
Ali & Ratu Ratu Queens,MOVIE,2021,,100,drama,['ID'],,1233,1.801,7.195
Kaamyaab,MOVIE,2020,PG,109,comedy,['IN'],,,3.602,7.12
Rising High,MOVIE,2020,,94,comedy,['DE'],,5029,10.793,6.465
Extinct,MOVIE,2021,,85,animation,"['CA', 'CN', 'US']",,2590,61.643,6.08
The Most Dangerous Man in Europe,MOVIE,2020,,68,documentation,['ES'],,215,4.58,7.005000000000001
Unknown Origins,MOVIE,2020,,96,crime,"['AR', 'ES']",,6769,8.534,6.295
Maybe This Year,MOVIE,2019,,83,documentation,[],,51,,8.5
Die in a Gunfight,MOVIE,2021,R,92,action,['US'],,2401,24.213,5.130000000000001
Behind You,MOVIE,2020,R,86,horror,['US'],,,4.706,5.23
Love Like the Falling Rain,MOVIE,2020,,86,drama,['ID'],,205,3.639,5.640000000000001
One-Way to Tomorrow,MOVIE,2020,,90,comedy,['TR'],,4819,3.827,5.91
Swimming for Gold,MOVIE,2020,,91,family,['AU'],,486,6.651,6.71
Haseen Dillruba,MOVIE,2021,,135,romance,['IN'],,26194,15.216,6.83
Enforcement,MOVIE,2020,,108,action,['DK'],,5537,10.185,6.54
Sam Kinison: Family Entertainment Hour,MOVIE,1991,,49,comedy,['US'],,,1.84,6.49
"Love, Guaranteed",MOVIE,2020,,90,comedy,['US'],,17352,12.174,6.225
Soul Plane,MOVIE,2004,R,86,romance,['US'],,23048,21.864,5.135
Three Thieves,MOVIE,2019,,108,comedy,['NG'],,7,0.659,8.2
High & Low: The Worst,MOVIE,2019,,125,action,['JP'],,516,4.017,7.045
Pagglait,MOVIE,2021,,114,comedy,['IN'],,9287,3.997,7.145
Christmas with the Kranks,MOVIE,2004,PG,99,comedy,['US'],,49302,17.708,5.945
Cheer Squad Secrets,MOVIE,2020,,89,thriller,['CA'],,189,4.752,6.225
Full Out 2: You Got This!,MOVIE,2020,,90,family,['US'],,521,7.344,5.725
Sugar Baby Murder,MOVIE,2020,,90,thriller,['US'],,267,5.632,4.045
A Week Away,MOVIE,2021,,94,drama,['US'],,4608,30.453,6.5
Autumn Girl,MOVIE,2021,,105,drama,['PL'],,560,4.521,5.9
Billy Madison,MOVIE,1995,PG-13,90,comedy,['US'],,141905,13.859,6.4399999999999995
We Are Freestyle Love Supreme,MOVIE,2020,,90,documentation,['US'],,345,4.684,7.415000000000001
The Yin-Yang Master: Dream of Eternity,MOVIE,2020,PG-13,132,drama,['CN'],,4751,30.086,7.075
Si Doel the Movie 3,MOVIE,2020,,93,drama,[],,132,,6.5
Mariposa,MOVIE,2020,,117,comedy,[],,725,,6.9
Ottolenghi and the Cakes of Versailles,MOVIE,2020,,75,documentation,['US'],,134,2.504,7.1
Xtreme,MOVIE,2021,,111,action,['ES'],,4351,31.451,6.369999999999999
Sounds Like Love,MOVIE,2021,,110,comedy,['ES'],,2135,31.672,6.17
Rabun,MOVIE,2003,,90,drama,['MY'],,85,1.201,7.449999999999999
Most Eligible Bachelor,MOVIE,2021,,170,drama,['IN'],,3261,2.675,6.115
9to5: The Story of A Movement,MOVIE,2020,,89,documentation,['US'],,238,1.777,7.26
American Pie Presents: Girls' Rules,MOVIE,2020,R,95,comedy,['US'],,,50.358,6.67
Krishna and His Leela,MOVIE,2020,,125,comedy,[],,1579,,5.6
Pokémon the Movie: Secrets of the Jungle,MOVIE,2020,,99,family,['JP'],,1942,110.86,6.86215
Fate of Alakada,MOVIE,2020,,114,comedy,['NG'],,55,1.307,8.45
Kambili: The Whole 30 Yards,MOVIE,2020,,119,romance,[],,43,2.103,6.8
The Heartbreak Club,MOVIE,2021,,101,comedy,['ID'],,196,1.401,7.25
The Edge of All We Know,MOVIE,2020,,99,documentation,['US'],,2422,7.7,6.859999999999999
We Broke Up,MOVIE,2021,,80,comedy,['US'],,1070,43.343,5.695
Dragons: Rescue Riders: Hunt for the Golden Dragon,MOVIE,2020,,46,animation,['US'],,155,7.16,6.109999999999999
Cupid for Christmas,MOVIE,2021,PG,87,fantasy,[],,150,1.712,5.95
Lantern's Lane,MOVIE,2021,,95,thriller,['US'],,461,3.655,4.125
Thomas & Friends: Thomas and the Jet Engine,MOVIE,2004,G,67,animation,[],,,1.751,8.2
The State of Texas vs. Melissa,MOVIE,2020,,102,documentation,[],,206,2.515,5.775
David A. Arnold Fat Ballerina,MOVIE,2020,,60,comedy,['US'],,75,1.859,6.265000000000001
Brave Blue World,MOVIE,2019,,50,documentation,"['CA', 'GB']",,791,5.305,6.775
The Perfect Family,MOVIE,2021,,110,comedy,['ES'],,1931,,5.3
The Trip to Greece,MOVIE,2020,PG-13,110,comedy,['GB'],,3962,6.342,6.859999999999999
Little Fish,MOVIE,2020,,101,scifi,"['CA', 'US']",,,8.14,7.39
All Day and a Night,MOVIE,2020,R,121,drama,['US'],,3752,7.586,6.24
Bad Hair,MOVIE,2020,,102,comedy,['US'],,3478,6.577,5.77
How Do You Know,MOVIE,2010,PG-13,121,comedy,['US'],,50383,9.889,5.562950000000001
Mobile Suit Gundam Hathaway,MOVIE,2021,PG-13,96,scifi,['JP'],,1400,261.753,7.22
Shit & Champagne,MOVIE,2020,,91,comedy,[],,150,0.928,4.050000000000001
Athlete A,MOVIE,2020,PG-13,104,documentation,['US'],,10861,11.88,7.765000000000001
Stray,MOVIE,2021,,72,documentation,['US'],,1378,3.602,6.92
Breaking Fast,MOVIE,2020,,90,comedy,['US'],,,3.659,7.12
Velvet Colección: Grand Finale,MOVIE,2020,,82,comedy,"['ES', 'US']",,8,2.102,5.9
"Vengeance Is Mine, All Others Pay Cash",MOVIE,2021,,114,romance,['ID'],,559,2.51,7.51
A Secret Love,MOVIE,2020,,83,documentation,['US'],,4409,12.806,7.73
Chris D'Elia: No Pain,MOVIE,2020,,55,comedy,['US'],,1789,2.862,6.375
True: Wuzzle Wegg Day,MOVIE,2020,,23,animation,['CA'],,,1.197,
Maska,MOVIE,2020,,111,comedy,['IN'],,1451,1.752,6.15
Pooka Lives!,MOVIE,2020,R,80,horror,['US'],,,7.243,6.13
