title,type,release_year,age_certification,runtime,genre,production_countries,seasons,imdb_votes,tmdb_popularity,average_score
Cosmos Laundromat,MOVIE,2015,,12,animation,['NL'],,,2.371,7.03
The Space Between Us,MOVIE,2016,PG-13,121,drama,"['CN', 'US']",,52698,23.219,6.895
Just My Luck,MOVIE,2006,PG-13,103,romance,['US'],,56713,16.054,5.945
Ali Baba and the 7 Dwarfs,MOVIE,2015,PG-13,114,action,['TR'],,20155,3.728,5.640000000000001
Anthony Jeselnik: Thoughts and Prayers,MOVIE,2015,,59,comedy,['US'],,,4.566,7.66
John Mulaney: The Comeback Kid,MOVIE,2015,PG,62,comedy,['US'],,8595,4.784,7.96
Jim Gaffigan: Beyond the Pale,MOVIE,2006,,72,comedy,['US'],,3974,4.112,7.595
Angels in the Snow,MOVIE,2015,,90,drama,['US'],,1494,5.086,6.27
"Liar, Liar, Vampire",MOVIE,2015,G,66,comedy,['US'],,964,9.086,6.545
Brent Morin: I'm Brent Morin,MOVIE,2015,,67,comedy,['US'],,691,1.929,7.035
"Chatô, The King of Brazil",MOVIE,2015,,100,drama,['BR'],,19,2.234,5.495
Ip Man 3,MOVIE,2015,PG-13,105,action,"['CN', 'HK']",,54977,38.051,7.15
A Beautiful Planet,MOVIE,2016,G,45,documentation,['US'],,1348,4.402,7.255000000000001
My Scientology Movie,MOVIE,2016,,99,documentation,"['GB', 'US']",,12656,8.185,6.82
Puerto Ricans in Paris,MOVIE,2015,R,82,comedy,['US'],,1856,5.176,5.715
Pretenders,MOVIE,2019,,95,drama,['US'],,548,2.423,5.5600000000000005
Everyday I Love You,MOVIE,2015,,122,romance,['PH'],,496,1.504,7.51
Snervous Tyler Oakley,MOVIE,2015,PG-13,82,documentation,['US'],,473,2.707,5.765000000000001
Mike Epps: Don't Take It Personal,MOVIE,2015,,60,comedy,['US'],,288,2.565,4.995
A Dogwalker's Christmas Tale,MOVIE,2015,,80,comedy,['US'],,1482,5.484,5.79
Bad Roomies,MOVIE,2015,,93,comedy,['US'],,2476,3.761,5.165
Rodeo and Juliet,MOVIE,2015,,88,romance,['US'],,1054,6.532,5.145
Hunt for the Wilderpeople,MOVIE,2016,PG-13,101,drama,['NZ'],,128676,11.591,7.865
A Second Chance,MOVIE,2015,,130,drama,['PH'],,47,2.752,7.994999999999999
Dunkirk,MOVIE,2017,PG-13,107,drama,"['FR', 'GB', 'NL', 'US']",,619645,36.684,7.775
The Lion Woman,MOVIE,2016,PG-13,126,drama,"['NO', 'SE']",,1410,17.587,6.905
Everything About Her,MOVIE,2016,,126,drama,['PH'],,332,2.11,7.744999999999999
Somm: Into the Bottle,MOVIE,2015,,90,documentation,['US'],,1778,7.417,7.48
Kyaa Kool Hain Hum 3,MOVIE,2016,,124,comedy,['IN'],,4356,4.658,2.8449999999999998
Hannibal Buress: Comedy Camisado,MOVIE,2016,R,67,comedy,['US'],,1520,4.087,6.68
Equity,MOVIE,2016,R,100,drama,['US'],,3619,8.784,5.8149999999999995
Brahman Naman,MOVIE,2016,,94,comedy,"['GB', 'IN']",,1901,2.608,5.77
Sleight,MOVIE,2016,R,89,drama,['US'],,8644,5.226,5.880000000000001
Audrie & Daisy,MOVIE,2016,,95,documentation,['US'],,6602,5.6,7.34
Fitoor,MOVIE,2016,,131,romance,['IN'],,4840,5.517,5.8100000000000005
Tom Segura: Mostly Stories,MOVIE,2016,,73,comedy,['US'],,3653,2.89,7.445
Friend Request,MOVIE,2016,R,92,thriller,"['DE', 'ZA']",,25924,14.153,5.575
Dedemin Fişi,MOVIE,2016,PG,100,comedy,['TR'],,3524,3.847,5.859999999999999
The Guardian Brothers,MOVIE,2016,PG,103,animation,['CN'],,2121,16.724,5.8100000000000005
Jessica Darling's It List,MOVIE,2016,,79,family,['US'],,994,9.284,5.9
Under the Shadow,MOVIE,2016,PG-13,84,war,"['GB', 'IR', 'JO', 'QA']",,27337,9.878,6.825
Carnage Park,MOVIE,2016,,81,horror,['US'],,3517,6.834,5.380000000000001
Please Stand By,MOVIE,2018,PG-13,93,drama,['US'],,13619,8.635,6.955
"I, Daniel Blake",MOVIE,2016,R,100,drama,"['BE', 'FR', 'GB']",,59049,9.419,7.91
War Machine,MOVIE,2017,R,122,drama,['US'],,46276,12.235,5.9984
Graduation,MOVIE,2016,R,128,drama,"['BE', 'FR', 'RO']",,13501,9.017,7.165
Pee-wee's Big Holiday,MOVIE,2016,PG,90,action,['US'],,8064,10.884,6.34
Kapoor & Sons,MOVIE,2016,PG-13,140,drama,['IN'],,26130,8.129,7.5
Love Beats Rhymes,MOVIE,2017,R,105,music,['US'],,1072,6.917,5.715
Sand Storm,MOVIE,2017,,87,drama,['IL'],,3492,4.957,6.6
The Discovery,MOVIE,2017,,102,scifi,['US'],,34092,11.237,6.4350000000000005
Te3n,MOVIE,2016,PG-13,136,thriller,['IN'],,12816,10.676,7.255000000000001
The Edge of Seventeen,MOVIE,2016,R,105,drama,['US'],,124099,31.226,7.390000000000001
A Silent Voice: The Movie,MOVIE,2016,PG-13,130,animation,['JP'],,77667,162.66,8.334050000000001
Husband Factor: Resurrection,MOVIE,2016,PG,108,comedy,['TR'],,310,2.76,5.895
The Bye Bye Man,MOVIE,2016,PG-13,96,thriller,['US'],,23960,28.381,4.99
The Foreigner,MOVIE,2017,R,113,action,"['CN', 'GB', 'IN', 'US']",,113338,32.05,7.0600000000000005
Duck Duck Goose,MOVIE,2018,PG,82,comedy,['CN'],,3721,12.075,6.140000000000001
Charming,MOVIE,2018,,90,comedy,['US'],,3518,14.649,6.225
Other People,MOVIE,2016,,97,drama,['US'],,11418,5.903,6.78
White Girl,MOVIE,2016,,88,drama,['US'],,10646,17.731,5.915
Marco Polo: One Hundred Eyes,MOVIE,2015,,28,action,['US'],,10742,6.475,7.6850000000000005
Shaun the Sheep: The Farmer's Llamas,MOVIE,2015,,30,comedy,['GB'],,1400,8.513,6.869999999999999
Beauty and the Bestie,MOVIE,2015,,119,action,['PH'],,297,2.213,4.96
LEGO Marvel Super Heroes: Avengers Reassembled!,MOVIE,2015,,22,family,['US'],,862,16.252,6.475
"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",MOVIE,2015,,74,comedy,['CA'],,1062,2.368,6.27
Pyaar Ka Punchnama 2,MOVIE,2015,PG-13,159,drama,['IN'],,15216,3.924,7.3
Halal Love,MOVIE,2016,,95,romance,"['DE', 'LB']",,382,1.352,6.26
Wedding Association 2: Circumcision,MOVIE,2015,PG-13,107,comedy,['TR'],,10439,3.703,6.4399999999999995
MindGamers,MOVIE,2015,,97,action,['AT'],,1111,1.593,4.235
The Heirs,MOVIE,2015,,71,drama,['MX'],,223,1.309,5.915
Kabhi Alvida Naa Kehna,MOVIE,2006,PG,184,drama,['IN'],,19947,9.421,6.380000000000001
Jonah,MOVIE,2016,PG,97,drama,['BR'],,230,3.125,5.9
Visaranai,MOVIE,2016,PG,118,thriller,['IN'],,10548,4.442,8.35
Time Out,MOVIE,2015,,98,drama,['IN'],,414,1.167,6.74
Eddie: Strongman,MOVIE,2015,,98,documentation,['GB'],,1168,1.814,7.26
A Choo,MOVIE,2020,,101,romance,['TW'],,378,3.187,5.5
Oloibiri,MOVIE,2015,,106,thriller,"['CA', 'NG']",,183,1.396,5.1
Bill Hicks: Reflections,MOVIE,2015,,34,documentation,['US'],,,2.465,7.03
Misunderstanding,MOVIE,2015,,120,action,['EG'],,780,1.441,4.3
Hyena Road,MOVIE,2015,R,120,drama,['CA'],,7839,9.363,6.765000000000001
Zero Days,MOVIE,2016,PG-13,116,documentation,['US'],,9670,10.288,7.635
My Friend Pinto,MOVIE,2011,PG,115,comedy,['IN'],,392,1.489,5.4
Sky Ladder: The Art of Cai Guo-Qiang,MOVIE,2017,,80,documentation,['US'],,1463,4.259,7.3
Ricardo O'Farrill: Abrazo Genial,MOVIE,2016,,92,comedy,['MX'],,117,1.481,5.59
My Beautiful Broken Brain,MOVIE,2014,,84,documentation,['GB'],,2286,3.201,7.195
Our Lovers,MOVIE,2016,,88,romance,['ES'],,4228,17.857,7.09
Shrek the Musical,MOVIE,2013,PG-13,130,music,['US'],,3695,14.341,7.19
The Figurine (Araromire),MOVIE,2009,PG-13,122,horror,['NG'],,251,1.525,4.59
The Legacy of a Whitetail Deer Hunter,MOVIE,2018,,83,comedy,['US'],,3924,8.03,5.545
Theo Von: No Offense,MOVIE,2016,,65,comedy,['US'],,875,2.294,6.18
Shepherds and Butchers,MOVIE,2017,R,106,drama,"['DE', 'US', 'ZA']",,3357,6.814,6.825
It Had to Be You,MOVIE,2016,R,85,comedy,['US'],,1290,4.891,5.8149999999999995
A Nightmare on Elm Street,MOVIE,1984,R,91,horror,"['GB', 'US']",,234068,48.358,7.485
Special Correspondents,MOVIE,2016,PG-13,100,comedy,"['CA', 'GB', 'US']",,24129,10.794,5.965
Kung Fu Panda: Secrets of the Scroll,MOVIE,2016,G,23,comedy,['US'],,,34.3,7.12
The Meddler,MOVIE,2016,PG-13,100,comedy,['US'],,12764,10.541,6.305
Barakah Meets Barakah,MOVIE,2016,,88,romance,['SA'],,1705,2.115,6.575
Collateral Beauty,MOVIE,2016,PG-13,97,romance,['US'],,99712,25.409,7.135
Busco novio para mi mujer,MOVIE,2016,PG-13,91,comedy,['MX'],,469,10.29,6.01
Shelley,MOVIE,2016,,92,horror,"['DK', 'SE']",,3473,6.121,5.53
The Darkness,MOVIE,2016,PG-13,92,thriller,['US'],,16090,14.347,4.91
Personal Shopper,MOVIE,2016,R,106,thriller,"['BE', 'CZ', 'DE', 'FR']",,39606,28.8,6.205
Open Season: Scared Silly,MOVIE,2015,PG,84,action,"['CA', 'US']",,,24.391,6.3100000000000005
Jada,MOVIE,2016,PG-13,16,drama,['US'],,159,0.886,5.0
Blade Runner 2049,MOVIE,2017,R,164,scifi,"['CA', 'ES', 'GB', 'HU', 'MX', 'US']",,549712,67.788,7.875
The Cloverfield Paradox,MOVIE,2018,PG-13,102,horror,['US'],,104068,21.122,5.77
Always Be My Maybe,MOVIE,2016,,112,comedy,['PH'],,379,2.434,7.085
Jean of the Joneses,MOVIE,2016,,88,romance,"['CA', 'US']",,409,3.146,6.67
The Lake House,MOVIE,2006,PG,99,drama,['US'],,149070,16.31,7.05
Jimmy Carr: Funny Business,MOVIE,2016,,62,comedy,['GB'],,4356,5.549,7.205
Hush,MOVIE,2016,R,82,horror,['US'],,123667,20.608,6.8149999999999995
Team Foxcatcher,MOVIE,2016,,91,documentation,['US'],,6572,6.08,7.345
Deadpool 2,MOVIE,2018,R,119,action,['US'],,553166,145.922,7.725
The Do-Over,MOVIE,2016,PG-13,108,action,['US'],,46260,11.466,5.9024
Nocturnal Animals,MOVIE,2016,R,117,thriller,['US'],,264884,24.273,7.625
Headshot,MOVIE,2016,,117,thriller,['ID'],,14824,19.074,6.575
Raman Raghav 2.0,MOVIE,2016,,134,crime,['IN'],,14380,6.61,7.395
Batman: The Killing Joke,MOVIE,2016,R,76,animation,['US'],,56275,25.747,6.67675
Blair Witch,MOVIE,2016,R,89,thriller,"['CA', 'US']",,44716,19.407,5.34
Tony Robbins: I Am Not Your Guru,MOVIE,2016,,115,documentation,['US'],,4391,6.569,6.77
David Cross: Making America Great Again,MOVIE,2016,,74,comedy,['US'],,1674,2.286,6.765000000000001
I'll Sleep When I'm Dead,MOVIE,2016,,82,documentation,['US'],,1364,3.096,6.725
Fuga,MOVIE,2006,,110,music,"['AR', 'CL']",,1129,2.585,6.21
XOXO,MOVIE,2016,,92,music,['US'],,7021,16.887,5.85
Official Secrets,MOVIE,2019,R,112,drama,"['GB', 'US']",,46901,13.217,7.41205
7:19,MOVIE,2016,,94,history,['MX'],,649,8.11,6.28
Mercy,MOVIE,2016,,82,thriller,['US'],,3476,7.517,4.4399999999999995
Sniper: Ghost Shooter,MOVIE,2016,R,100,action,['US'],,,24.331,6.9399999999999995
Buster's Mal Heart,MOVIE,2017,,96,drama,['US'],,10490,6.82,6.390000000000001
Udta Punjab,MOVIE,2016,R,148,drama,['IN'],,30276,8.861,7.59
Chaos Walking,MOVIE,2021,PG-13,109,scifi,"['CA', 'HK', 'LU', 'US']",,43795,91.067,6.365
The House That Jack Built,MOVIE,2018,R,151,thriller,"['DE', 'DK', 'FR', 'SE']",,70574,19.639,7.140000000000001
Patton Oswalt: Talking for Clapping,MOVIE,2016,,65,comedy,['US'],,2001,3.337,6.82
100 Meters,MOVIE,2016,,108,drama,['ES'],,6248,8.137,7.625
The Sweet Life,MOVIE,2017,,90,drama,['US'],,1760,5.86,6.525
Alive and Kicking,MOVIE,2017,,88,music,"['SE', 'US']",,484,3.071,6.869999999999999
Scary Movie 4,MOVIE,2006,PG-13,83,comedy,['US'],,120997,83.018,5.525
Strange Weather,MOVIE,2016,R,95,drama,['US'],,1499,9.634,6.155
Citizen Soldier,MOVIE,2016,R,105,action,['US'],,536,5.219,6.050000000000001
Strange Voices,MOVIE,1987,,100,drama,['US'],,360,2.76,6.71
Frank & Cindy,MOVIE,2007,,73,documentation,['US'],,348,0.943,7.1
Blame!,MOVIE,2017,PG-13,106,scifi,['JP'],,8044,31.452,6.68
Mohenjo Daro,MOVIE,2016,,155,action,['IN'],,11693,8.73,6.225
Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,MOVIE,2016,,74,comedy,['US'],,652,1.921,6.24
Person to Person,MOVIE,2017,,84,drama,['US'],,1542,6.023,5.78
Little Boxes,MOVIE,2017,,84,drama,['US'],,1986,4.223,6.285
Na Bangaaru Talli,MOVIE,2014,,116,thriller,['IN'],,160,0.921,7.25
In the Shadow of Iris,MOVIE,2016,,99,thriller,['FR'],,4275,8.117,6.1798
I.T.,MOVIE,2016,,96,thriller,"['FR', 'IE', 'US']",,15891,17.741,5.68
Get Squirrely,MOVIE,2015,G,85,comedy,['US'],,395,4.808,4.725
Toro,MOVIE,2016,R,105,drama,"['ES', 'FR']",,3256,8.146,6.15
Sacrifice,MOVIE,2016,,90,thriller,"['DE', 'IE', 'US']",,4498,8.776,5.49
Let's Be Evil,MOVIE,2016,,83,horror,['GB'],,8150,8.53,4.585
Riphagen the Untouchable,MOVIE,2016,,132,thriller,['NL'],,7800,8.67,6.975
Raw,MOVIE,2016,R,99,horror,"['BE', 'FR']",,72460,14.899,7.186
Bo Burnham: Make Happy,MOVIE,2016,,60,comedy,['US'],,14356,8.245,8.39
Ordinary World,MOVIE,2016,,86,comedy,['US'],,3106,5.993,5.95
Raising the Bar,MOVIE,2017,PG,93,family,['AU'],,1555,7.148,6.175000000000001
Ozzy,MOVIE,2016,G,90,animation,"['CA', 'ES']",,2304,16.345,5.800000000000001
The Queen of Spain,MOVIE,2016,,129,drama,['ES'],,1968,11.631,5.395
Sei,MOVIE,2018,,128,drama,['IN'],,67,1.09,4.535
Sila Samayangalil,MOVIE,2016,,101,drama,['IN'],,32,2.974,6.82
Those who fear are dead,MOVIE,2016,,110,drama,['EG'],,88,0.763,3.2
Hell or High Water,MOVIE,2016,R,102,thriller,['US'],,227350,28.227,7.5863499999999995
Mascots,MOVIE,2016,,89,comedy,['US'],,7430,8.794,5.83
Anon,MOVIE,2018,R,100,scifi,"['GB', 'US']",,42608,21.915,6.21355
Bad Rap,MOVIE,2016,,81,documentation,"['CA', 'US']",,191,3.835,6.359999999999999
Extremis,MOVIE,2016,,24,documentation,['US'],,,4.355,7.39
The Beginning of Life,MOVIE,2016,G,98,documentation,['BR'],,940,1.134,7.715
The Limehouse Golem,MOVIE,2017,,109,thriller,['GB'],,21055,12.514,6.395
Jandino: Whatever it Takes,MOVIE,2016,,94,comedy,"['GB', 'NL']",,30,1.4,5.0
Sebastian Maniscalco: Why Would You Do That?,MOVIE,2016,,63,comedy,['US'],,1100,2.615,7.71
Sofía Niño de Rivera: Exposed,MOVIE,2016,,80,comedy,['MX'],,304,2.632,7.4350000000000005
The Beatles: Eight Days a Week - The Touring Years,MOVIE,2016,,106,documentation,"['GB', 'US']",,12675,15.249,7.865
Tramps,MOVIE,2016,,82,comedy,['US'],,5605,8.491,6.495
Mowgli: Legend of the Jungle,MOVIE,2018,PG-13,105,action,"['GB', 'US']",,61622,24.646,6.675000000000001
The Irishman,MOVIE,2019,R,209,crime,['US'],,376379,21.075,7.82
Okja,MOVIE,2017,PG-13,122,scifi,"['KR', 'US']",,116305,25.911,7.48675
The Zookeeper's Wife,MOVIE,2017,PG-13,126,war,"['CZ', 'GB', 'US']",,43091,23.231,7.33
Hostiles,MOVIE,2017,R,127,western,['US'],,81873,22.446,7.205
The Beguiled,MOVIE,2017,R,93,drama,['US'],,21,26.24,6.555
Replicas,MOVIE,2018,PG-13,94,scifi,"['CN', 'GB', 'PR', 'US']",,37340,27.644,5.995
The Meyerowitz Stories (New and Selected),MOVIE,2017,,112,comedy,['US'],,48223,12.045,6.875
Triple Frontier,MOVIE,2019,R,125,thriller,['US'],,125883,28.54,6.535
It,MOVIE,2017,R,135,horror,['US'],,527626,95.827,7.4053
The Shape of Water,MOVIE,2017,R,120,fantasy,['US'],,406147,29.953,7.390000000000001
Gemini,MOVIE,2017,R,93,thriller,['US'],,4990,7.157,5.675000000000001
Darkest Hour,MOVIE,2017,PG-13,125,drama,['GB'],,193208,21.927,7.50795
Everybody Knows,MOVIE,2018,R,132,drama,"['ES', 'FR', 'IT']",,34365,11.374,6.875
The Book of Henry,MOVIE,2017,PG-13,106,drama,['US'],,27262,17.456,7.125
Wind River,MOVIE,2017,R,107,thriller,"['FR', 'GB', 'US']",,244463,26.743,7.69215
Lowriders,MOVIE,2017,PG-13,99,crime,['US'],,2542,9.863,6.3149999999999995
Pa Paandi,MOVIE,2017,,125,comedy,['IN'],,1734,2.999,7.35
Half Girlfriend,MOVIE,2017,,135,drama,['IN'],,7233,9.16,5.765000000000001
Bibi & Tina: Perfect Pandemonium,MOVIE,2017,,110,fantasy,['DE'],,470,5.562,4.975
March of the Penguins 2: The Next Step,MOVIE,2017,G,85,documentation,['FR'],,744,5.569,6.77
Lommbock,MOVIE,2017,,102,comedy,['DE'],,3687,4.656,6.865
Bright,MOVIE,2017,R,117,fantasy,['US'],,185996,36.593,6.4399999999999995
Merku Thodarchi Malai,MOVIE,2018,,122,drama,['IN'],,1818,2.158,8.129999999999999
To the Bone,MOVIE,2017,,107,drama,['US'],,47025,22.167,7.140000000000001
Sun Dogs,MOVIE,2017,,93,comedy,"['MX', 'US']",,2322,8.516,6.66
The Square,MOVIE,2017,R,150,drama,"['DE', 'DK', 'FR', 'SE']",,61658,13.723,7.115
Mute,MOVIE,2018,R,126,scifi,"['DE', 'GB']",,35158,15.734,5.720000000000001
Logan Lucky,MOVIE,2017,PG-13,119,crime,['US'],,145641,17.373,7.015000000000001
Beirut,MOVIE,2018,R,110,thriller,['US'],,22065,10.945,6.535
Thelma,MOVIE,2017,,116,drama,"['DK', 'FR', 'NO', 'SE']",,31236,18.055,7.105
The Nightingale,MOVIE,2018,R,136,thriller,['AU'],,28196,29.689,7.345
You Get Me,MOVIE,2017,,89,thriller,['US'],,12740,20.089,5.37
Ingrid Goes West,MOVIE,2017,R,97,drama,['US'],,40755,15.393,6.725
"I, Tonya",MOVIE,2017,R,120,drama,['US'],,206921,20.329,7.625
Barcelona: A Love Untold,MOVIE,2016,,132,romance,['PH'],,766,3.331,6.5
Marauders,MOVIE,2016,R,107,crime,['CA'],,21929,17.087,5.859999999999999
ARQ,MOVIE,2016,R,88,scifi,['US'],,39108,20.157,6.395
Blessed Benefit,MOVIE,2017,,83,drama,"['DE', 'JO', 'NL']",,671,2.286,6.635
47 Meters Down,MOVIE,2017,PG-13,89,horror,"['GB', 'US']",,54022,35.449,5.91
The Distinguished Citizen,MOVIE,2016,,118,drama,"['AR', 'ES']",,11876,8.804,7.535
Divines,MOVIE,2016,,105,drama,"['FR', 'QA']",,9821,9.632,7.693350000000001
Birth of the Dragon,MOVIE,2017,PG-13,103,drama,"['CA', 'CN', 'US']",,8220,23.051,5.91
Catfight,MOVIE,2017,,96,comedy,['US'],,6323,6.831,5.925000000000001
Love O2O,MOVIE,2016,,105,comedy,['CN'],,1039,7.811,6.805000000000001
High Strung,MOVIE,2016,G,96,music,"['RO', 'US']",,9134,11.956,6.845
The Blind Christ,MOVIE,2016,R,95,drama,"['CL', 'FR']",,275,6.235,5.605
Rebirth,MOVIE,2016,,101,thriller,['US'],,5290,8.68,5.065
Transpecos,MOVIE,2016,,86,thriller,['US'],,2747,4.459,6.01
The Evil in Us,MOVIE,2016,,91,horror,['CA'],,4683,6.407,5.105
Breaking the Bank,MOVIE,2016,,106,comedy,['GB'],,939,3.056,4.925
13th,MOVIE,2016,,100,documentation,['US'],,35302,8.675,8.2
Ordinary People,MOVIE,2016,,107,drama,['PH'],,516,2.117,6.984999999999999
The Flower of Aleppo,MOVIE,2016,,100,drama,['TN'],,128,1.4,5.99
I Am the Pretty Thing That Lives in the House,MOVIE,2016,,89,horror,"['CA', 'US']",,14580,9.719,4.78
Baaghi,MOVIE,2016,,133,romance,['IN'],,8994,16.534,6.03
My Mother's Wound,MOVIE,2016,PG-13,120,drama,['TR'],,3692,4.392,7.255000000000001
Budhia Singh: Born to Run,MOVIE,2016,,112,drama,['IN'],,1503,1.495,7.045
The Arbitration,MOVIE,2016,,100,drama,['NG'],,124,1.811,6.105
The Next Skin,MOVIE,2016,,100,drama,['ES'],,1820,5.453,6.21
Jim Jefferies: Freedumb,MOVIE,2016,R,86,comedy,['US'],,5420,4.802,7.635
The Worthy,MOVIE,2016,,95,thriller,['AE'],,2004,5.348,5.21
Sand Castle,MOVIE,2017,,113,war,"['GB', 'IQ']",,23158,27.077,6.575
Ali Wong: Baby Cobra,MOVIE,2016,,60,comedy,['US'],,6988,6.367,7.535
Gantz:O,MOVIE,2016,NC-17,95,scifi,['JP'],,14950,28.818,7.335
You Are My Sunday,MOVIE,2016,,119,drama,['IN'],,1678,1.728,7.5
Justin Timberlake + The Tennessee Kids,MOVIE,2016,,90,music,['US'],,2191,3.257,7.72
AWOL,MOVIE,2017,,82,drama,['US'],,1355,8.607,5.82
Barry,MOVIE,2016,,104,drama,['US'],,7212,5.957,6.0600000000000005
Te Ata,MOVIE,2017,PG,105,drama,['US'],,736,4.665,7.485
Chronically Metropolitan,MOVIE,2016,,86,comedy,['US'],,1525,3.964,5.335
Naruto: Guardians of the Crescent Moon Kingdom,MOVIE,2006,PG-13,95,action,['JP'],,4050,58.559,6.85
My Stupid Boss,MOVIE,2016,,106,comedy,['ID'],,1536,2.471,7.155
Win It All,MOVIE,2017,,88,comedy,['US'],,9309,5.181,6.165
Garfunkel and Oates: Trying to be Special,MOVIE,2016,,62,comedy,['US'],,919,3.186,7.48
Passage to Mars,MOVIE,2016,,94,scifi,['US'],,742,5.471,4.6850000000000005
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,MOVIE,2016,,108,action,['SE'],,6023,7.299,6.53
Pandigai,MOVIE,2017,R,150,romance,['IN'],,285,1.211,6.575
U Turn,MOVIE,2016,R,121,horror,['IN'],,3310,2.982,7.3100000000000005
Journey to Greenland,MOVIE,2016,,98,drama,"['FR', 'GL']",,1343,3.262,6.4399999999999995
Rainbow Time,MOVIE,2016,,91,drama,['US'],,726,3.352,6.105
Santa Banta Pvt Ltd,MOVIE,2016,,112,comedy,['IN'],,283,2.241,3.56
Free to Run,MOVIE,2016,,90,documentation,"['BE', 'CH', 'FR']",,353,1.753,7.525
Lavender,MOVIE,2016,,92,drama,"['CA', 'US']",,7138,11.319,5.715
The Last Egg,MOVIE,2016,,95,comedy,['VN'],,101,1.02,5.6
Virunga: Gorillas in Peril,MOVIE,2015,,28,documentation,['US'],,32,1.46,6.949999999999999
Poshter Girl,MOVIE,2016,PG-13,140,comedy,['IN'],,330,1.611,7.3999999999999995
The Veil,MOVIE,2017,,86,scifi,['US'],,2432,11.056,4.0
Clair Obscur,MOVIE,2017,,100,drama,['TR'],,2468,2.392,6.45
Amanda Knox,MOVIE,2016,,92,documentation,"['DK', 'US']",,24488,8.847,6.965
Schubert in Love,MOVIE,2016,,94,comedy,['DE'],,371,3.314,5.34
Kiss of Life,MOVIE,2015,G,102,romance,['TR'],,1248,1.511,5.385
Taxi Driver,MOVIE,2015,,100,comedy,['NG'],,69,1.191,5.885
Chhota Bheem & Krishna vs Zimbara,MOVIE,2013,G,64,animation,[],,16,1.442,9.1
Eternal Summer,MOVIE,2006,,96,romance,['TW'],,2706,5.577,6.475
Chhota Bheem in the Incan Adventure,MOVIE,2013,G,64,fantasy,['XX'],,32,2.038,7.5
The Legend of Heroes: Trails in the Sky,MOVIE,2011,PG-13,81,fantasy,['JP'],,,0.921,7.3
The White Helmets,MOVIE,2016,,41,documentation,"['GB', 'SY']",,,5.399,7.66
"Me, Myself & Irene",MOVIE,2000,R,112,comedy,['US'],,234766,29.809,6.77
'76,MOVIE,2016,PG-13,118,romance,['NG'],,227,2.062,6.54
Brother's Shadow,MOVIE,2006,,91,drama,['US'],,152,0.999,6.699999999999999
Rocco,MOVIE,2016,,105,documentation,['FR'],,3998,21.008,5.87
Blue Jay,MOVIE,2016,,81,romance,['US'],,17346,7.83,7.25
Fiza,MOVIE,2000,,170,romance,['IN'],,4213,2.835,6.335
Kucch To Hai,MOVIE,2003,,142,thriller,['IN'],,920,1.84,4.54
Frontiers of Dreams and Fears,MOVIE,2001,,56,documentation,['PS'],,55,0.916,8.2
One Last Shot,MOVIE,1998,,30,,[],,,1.89,5.680000000000001
Gumrah,MOVIE,1993,,149,drama,['IN'],,795,1.763,6.5649999999999995
Cedric the Entertainer: Live from the Ville,MOVIE,2016,,60,comedy,['US'],,696,1.519,6.300000000000001
Adam: His Song Continues,MOVIE,1986,,100,crime,['US'],,212,1.603,7.15
A Lion in the House,MOVIE,2006,,225,documentation,['US'],,324,2.821,7.775
Snatch,MOVIE,2000,R,103,crime,"['GB', 'US']",,841435,25.203,8.16
Whispers,MOVIE,1980,,93,documentation,"['CA', 'FR', 'LB']",,78,0.6,6.65
We Are All for the Fatherland,MOVIE,1979,,74,documentation,"['CA', 'FR', 'LB']",,47,0.6,5.890000000000001
Little Evil,MOVIE,2017,,94,horror,['US'],,21421,8.528,5.82
Little Miss Sunshine,MOVIE,2006,R,102,drama,['US'],,469657,12.571,7.865
The Hurt Locker,MOVIE,2008,R,131,thriller,['US'],,446904,28.341,7.535
The Invisible Guardian,MOVIE,2017,,129,thriller,"['DE', 'ES']",,15901,13.194,6.625
The Doll,MOVIE,2016,,106,thriller,['ID'],,764,6.038,5.484999999999999
The Texas Chainsaw Massacre: The Beginning,MOVIE,2006,R,91,thriller,['US'],,72845,57.763,6.145
Iliza Shlesinger: Confirmed Kills,MOVIE,2016,,77,comedy,['US'],,2880,5.957,6.68
LEGO Jurassic World: The Indominus Escape,MOVIE,2016,G,24,family,['US'],,,20.853,6.13
Russell Peters: Almost Famous,MOVIE,2016,,73,comedy,['US'],,1905,2.156,6.77
Mary,MOVIE,2019,R,84,horror,['US'],,4175,14.066,5.09
Loro 1,MOVIE,2018,,104,drama,"['FR', 'IT']",,5065,8.24,6.91
Bleach,MOVIE,2018,PG-13,108,fantasy,['JP'],,11406,25.802,6.67
Gerald's Game,MOVIE,2017,,104,horror,['US'],,106451,21.014,6.630000000000001
Disobedience,MOVIE,2017,R,114,romance,"['GB', 'IE', 'US']",,30124,35.942,6.949999999999999
Sandy Wexler,MOVIE,2017,,130,comedy,['US'],,17039,15.142,5.575
The Climb,MOVIE,2017,,103,comedy,['FR'],,7505,13.045,7.01
Giant,MOVIE,2017,PG-13,114,drama,['ES'],,4302,12.248,6.77
Sword Art Online: The Movie – Ordinal Scale,MOVIE,2017,PG-13,119,fantasy,['JP'],,,80.358,7.930000000000001
CHiPS,MOVIE,2017,R,100,action,['US'],,46783,34.887,6.245
