title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,normalized_tmdb_score,top_genres,genres_count,production_countries_count,average_score,score_difference,genres_uniqueness,production_countries_uniqueness,title_uniqueness_norm
In the Flesh,SHOW,Thousands of dead people have risen from their graves and nearly destroyed Britain. A cure has been found - but can the treated zombies be rehabilitated back into living society?,2013,TV-14,57,"['drama', 'european', 'horror']",['GB'],2,7.9,13231,11.358,7.57,"['drama', 'horror']",3.0,1.0,7.735,0.33000000000000007,0.8547296828715313,0.9307862760908432,0.6759702657692056
My Mad Fat Diary,SHOW,"Set in 1996 in Lincolnshire, the show tells the tragic and humorous story of a very troubled young girl Rae, who has just left a psychiatric hospital, where she has spent four months after attempting suicide, begins to reconnect with her best friend Chloe and her group, who are unaware of Rae's mental health and body image problems, believing she was in France for the past four months.",2013,TV-MA,47,"['comedy', 'drama', 'romance']",['GB'],3,8.4,17286,29.931,8.379999999999999,"['comedy', 'drama']",3.0,1.0,8.39,0.02000000000000135,0.6961172323212071,0.9307862760908432,0.40979224879674786
Atlantis,SHOW,"A fantasy drama set in a world of legendary heroes and mythical creatures. Far from home and desperate for answers, Jason washes up on the shores of an ancient land. A mysterious place; a world of bull leaping, of snake haired goddesses and of palaces so vast it was said they were built by giants - this is the city of Atlantis. Aided by his two new friends, Pythagoras and Hercules, Jason embarks on a voyage of discovery, and salvation, which sees him brush shoulders with Medusa, come face to face with the Minotaur and even do battle with the dead.",2013,TV-PG,45,"['drama', 'european', 'fantasy', 'romance', 'scifi']",['GB'],2,5.8,27,27.427,6.9399999999999995,"['drama', 'scifi']",5.0,1.0,6.369999999999999,-1.1399999999999997,0.7973523227085435,0.9307862760908432,0.9073848799411381
A Field in England,MOVIE,"During the Civil War in 17th-Century England, a small group of deserters flee from a raging battle through an overgrown field. They are captured by an alchemist, who forces the group to aid him in his search to find a hidden treasure that he believes is buried in the field. Crossing a vast mushroom circle, which provides their first meal, the group quickly descend into a chaos of arguments, fighting and paranoia, and, as it becomes clear that the treasure might be something other than gold, they slowly become victim to the terrifying energies trapped inside the field.",2013,,90,"['drama', 'history', 'horror', 'thriller']",['GB'],,6.2,12580,6.052,6.67,"['horror', 'thriller']",4.0,1.0,6.4350000000000005,-0.46999999999999975,0.8393942943988126,0.9307862760908432,0.37019630805721
The Devil Is a Part-Timer!,SHOW,"Foiled by a hero when he’s inches away from conquering the world, the devil finds himself in modern-day Tokyo. With no real-world skills to speak of, the devil is forced to make ends meet flipping burgers at a fast food joint! To stall any further plans of world domination, the hero tracks the devil’s trail and takes on the lowly tasks of a telemarketer.",2013,TV-14,24,"['action', 'animation', 'comedy', 'fantasy', 'scifi']",['JP'],2,7.6,6535,45.87,7.75,"['action', 'scifi']",5.0,1.0,7.675,-0.15000000000000036,0.7838819439900546,0.9276483709208561,0.3342529491066188
Blippi,SHOW,Blippi is an energetic character that jumps off the screen with his goofy mannerisms but friendly demeanor. Children from the ages of 2 to 7 years old have quickly taken a liking to Blippi's fun personality and innovative teaching lessons.,2014,TV-Y7,13,['family'],['US'],1,6.8,461,0.853,7.3,['family'],1.0,1.0,7.05,-0.5,0.9312941150899294,0.5545224005796812,0.7460319364814927
The Tonight Show Starring Jimmy Fallon,SHOW,"After Jay Leno's second retirement from the program, Jimmy Fallon stepped in as his permanent replacement. After 42 years in Los Angeles the program was brought back to New York.",2014,TV-14,45,"['comedy', 'music']",['US'],9,7.1,17819,407.404,6.49,"['comedy', 'music']",2.0,1.0,6.795,0.6099999999999994,0.8737503628053293,0.5545224005796812,0.09402683267732805
The Fosters,SHOW,"Stef Foster, a dedicated police officer, and her partner Lena Adams, a school vice principal, have built a close-knit, loving family with Stef's biological son from a previous marriage, Brandon, and their adopted twins, Mariana and Jesus. Their lives are disrupted in unexpected ways when Lena meets Callie, a hardened teen with an abusive past who has spent her life in and out of foster homes. Lena and Stef welcome Callie and her brother, Jude, into their home thinking it's just for a few weeks, until a more permanent placement can be found. But life has something else in store for the Fosters.",2013,TV-14,42,"['drama', 'romance']",['US'],5,7.9,27588,51.604,7.839999999999999,"['drama', 'romance']",2.0,1.0,7.869999999999999,0.060000000000001386,0.7809468902141508,0.5545224005796812,0.7460319355648333
Witches of East End,SHOW,"The adventures of Joanna Beauchamp and her two adult daughters Freya and Ingrid -- both of whom unknowingly are their family's next generation of witches -- who lead seemingly quiet, uneventful modern day lives in Long Island's secluded seaside town of East Haven. When Freya becomes engaged to a young, wealthy newcomer, a series of events forces Joanna to admit to her daughters they are, in fact, powerful and immortal witches.",2013,TV-MA,42,"['comedy', 'drama', 'fantasy', 'horror', 'scifi']",['US'],2,7.6,25793,15.878,7.839999999999999,"['fantasy', 'scifi']",5.0,1.0,7.719999999999999,-0.23999999999999932,0.7693806822230074,0.5545224005796812,0.4097922494418186
Somm,MOVIE,"Somm takes the viewer on a humorous, emotional and illuminating look into the mysterious world of the Court of Master Sommeliers and their massively intimidating Master Sommelier Exam.",2013,,93,['documentation'],['US'],,7.0,4712,5.472,7.3,['documentation'],1.0,1.0,7.15,-0.2999999999999998,0.8829181764295086,0.5545224005796812,0.8229586839791121
How I Live Now,MOVIE,An American girl on holiday in the English countryside with her family finds herself in hiding and fighting for her survival as war breaks out.,2013,R,101,"['action', 'drama', 'romance', 'scifi', 'thriller', 'war']",['GB'],,6.4,30034,12.317,6.9399999999999995,"['drama', 'thriller']",6.0,1.0,6.67,-0.5399999999999991,0.7862806972687825,0.9307862760908432,0.5013732887400447
Murder in the First,SHOW,Murder in the First follows homicide detectives Terry English and Hildy Mulligan as they investigate a multitude of tragedies in San Francisco.,2014,TV-MA,43,"['crime', 'drama']",['US'],3,7.3,7152,17.31,6.130000000000001,"['crime', 'drama']",2.0,1.0,6.715,1.169999999999999,0.797275206562767,0.5545224005796812,0.6121902532181924
The Two Faces of January,MOVIE,"A thriller centered on a con artist, his wife, and a stranger who try to flee a foreign country after one of them is caught up in the murder of a private detective.",2014,PG-13,96,"['romance', 'thriller']","['FR', 'GB', 'US']",,6.2,31386,11.326,6.22,"['romance', 'thriller']",2.0,3.0,6.21,-0.019999999999999574,0.8366032669550738,0.8021754737205106,0.3342529502912766
Date a Live,SHOW,"Thirty years ago a strange phenomenon called a ""spacequake"" devastated the center of Eurasia, claiming the lives of at least 150 million people. Since then, smaller spacequakes plague the world on an irregular basis. Shido Itsuka, a seemingly ordinary high schooler comes across a mysterious girl at the ground zero of a spacequake and learns she is one of the ""Spirits"" who are the real cause of the spacequakes that occur when they manifest themselves in the world. He is recruited to make use of his mysterious ability to seal the Spirits' powers thus stopping them from being a threat to mankind. However, there is a catch: to seal a Spirit's power, he must make her fall in love with him and kiss him.",2013,TV-14,24,"['action', 'animation', 'comedy', 'fantasy', 'romance', 'scifi', 'thriller']",['JP'],4,6.9,3022,85.503,8.83,"['fantasy', 'scifi']",7.0,1.0,7.865,-1.9299999999999997,0.7305949476411926,0.9276483709208561,0.6121902521286717
Trophy Wife,SHOW,"The third time's the charm, they say, and reformed party girl Kate is hoping that's true when she becomes the third wife of a slightly older man, Pete. They fell into each others' arms (literally) at a karaoke bar, and flash forward a year later, Kate finds herself with an instafamily complete with three stepchildren and two ex-wives. But Kate is determined to make this work and become a part of the family no matter what.",2013,TV-PG,22,['comedy'],['US'],1,6.9,6846,8.047,6.76,['comedy'],1.0,1.0,6.83,0.14000000000000057,0.7743576575786824,0.5545224005796812,0.5541555497219913
Bachelor in Paradise,SHOW,"Some of The Bachelor's biggest stars and villains are back. They all left The Bachelor or The Bachelorette with broken hearts, but now they know what it really takes to find love, and on Bachelor in Paradise they'll get a second chance to find their soul mates. Contestants live together in an isolated romantic paradise in Mexico and we follow these former bachelors and bachelorettes as they explore new romantic relationships.",2014,TV-14,79,"['reality', 'romance']",['US'],7,5.2,1708,10.852,5.5,"['reality', 'romance']",2.0,1.0,5.35,-0.2999999999999998,0.898640470142253,0.5545224005796812,0.5013732875032604
The Congress,MOVIE,"An aging, out-of-work actress accepts one last job, though the consequences of her decision affect her in ways she didn't consider.",2013,,122,"['animation', 'drama', 'european', 'history', 'scifi']","['BE', 'DE', 'FR', 'IL', 'IN', 'LU', 'PL', 'US']",,6.4,18588,8.422,6.76,"['drama', 'history']",5.0,8.0,6.58,-0.35999999999999943,0.8389360763434753,0.9091592637873273,0.7460319357449804
Beautiful Creatures,MOVIE,"Ethan Wate just wants to get to know Lena Duchannes better, but unbeknownst to him, Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate, to be good or evil.  A choice which will impact her relationship forever.",2013,PG-13,124,"['drama', 'european', 'fantasy', 'romance']",['US'],,6.1,87271,18.571,6.4,"['fantasy', 'romance']",4.0,1.0,6.25,-0.3000000000000007,0.8068626184607547,0.5545224005796812,0.4533907447351928
Mr. Pickles,SHOW,"The Goodman family lives with their lovable pet dog, Mr. Pickles, a deviant border collie with a secret satanic streak.",2014,TV-MA,11,"['animation', 'comedy', 'horror']",['US'],4,7.3,8489,36.385,8.379999999999999,"['animation', 'comedy']",3.0,1.0,7.84,-1.0799999999999992,0.8322048127764774,0.5545224005796812,0.6121902513143319
Pokémon the Series: XY,SHOW,"Ash Ketchum continues his journey on to the Kalos region, and makes new friends such as Serena a childhood friend he known since he was a kid in Pallet town, Clemont, a gym leader and an inventor and Clemont's sister Bonnie, a little girl who has to take care of her big brother.",2013,TV-Y7,21,"['action', 'animation', 'comedy', 'family', 'fantasy']",['JP'],3,7.5,41528,0.6,10.0,"['animation', 'family']",5.0,1.0,8.75,-2.5,0.7847402290588847,0.9276483709208561,0.30164126296796867
Devious Maids,SHOW,"The series centers on four Latina maids working in the homes of Beverly Hills’ wealthiest and most powerful families, and a newcomer who made it personal after a maid was murdered and determined to uncover the truth behind her demise, and in the process become an ally in their lives.",2013,TV-14,43,"['comedy', 'drama']",['US'],4,7.8,23488,27.95,7.39,"['comedy', 'drama']",2.0,1.0,7.595,0.41000000000000014,0.676586758987894,0.5545224005796812,0.5541555495988587
Prey,SHOW,"Three-part crime thriller. When detective Marcus Farrow looks into a seemingly forgotten case, he has no idea of the chaos and heartache that will soon follow. He is found at the scene of a murder, and with all the evidence pointing towards him, he is arrested and charged.",2014,TV-MA,46,"['crime', 'drama', 'thriller']",['GB'],2,7.2,3194,7.003,7.21,"['crime', 'thriller']",3.0,1.0,7.205,-0.009999999999999787,0.7679725144819248,0.9307862760908432,0.9999999983918574
Tyrant,SHOW,"The story of an unassuming American family drawn into the workings of a turbulent Middle Eastern nation. Bassam ""Barry"" Al Fayeed, the younger son of the dictator of a war-torn nation, ends a self-imposed 20-year exile to return to his homeland, accompanied by his American wife and children, for his nephew's wedding. Barry’s reluctant homecoming leads to a dramatic clash of cultures as he is thrown back into the familial and national politics of his youth.",2014,TV-MA,49,"['action', 'drama', 'thriller', 'war']",['US'],3,7.8,22712,22.429,7.03,"['drama', 'war']",4.0,1.0,7.415,0.7699999999999996,0.8282546125823744,0.5545224005796812,0.7460319342043462
Suburban Gothic,MOVIE,"An awkward, unemployed man who can talk to the dead teams up with a rebellious bartender to find the vengeful ghost that's been terrorizing their town.",2014,R,90,"['comedy', 'horror']",['US'],,5.6,4684,8.108,5.95,"['comedy', 'horror']",2.0,1.0,5.775,-0.35000000000000053,0.846641440719266,0.5545224005796812,0.4533907442831879
Bring It!,SHOW,"A spotlight on the elite world of hip-hop majorette competitions. Coach Dianna Williams (aka ""Miss D"") and her Dancing Dolls troupe refuse to lose, pushing themselves to the limit each week in the relentless pursuit of victory. Every pump, thrust and high kick on ""Bring It!"" highlights the triumphs and struggles of intense competition, where errors aren't tolerated, mediocrity isn’t excused and only a win is acceptable.",2014,TV-PG,42,"['drama', 'music', 'reality']",['US'],6,6.6,531,4.184,9.1,"['drama', 'reality']",3.0,1.0,7.85,-2.5,0.8816869107677471,0.5545224005796812,0.6759702650266044
Earth to Echo,MOVIE,"After a construction project begins digging in their neighbourhood, best friends Tuck, Munch and Alex inexplicably begin to receive strange, encoded messages on their cell phones. Convinced something bigger is going on, they go to their parents and the authorities. The three embark on a secret adventure to crack the code and follow it to its source, and discover a mysterious being from another world who desperately needs their help. The journey that follows will change all their lives forever.",2014,PG,89,"['action', 'family', 'scifi']",['US'],,5.7,18988,10.102,6.3100000000000005,"['action', 'scifi']",3.0,1.0,6.005000000000001,-0.6100000000000003,0.8642446291565786,0.5545224005796812,0.5013732871591461
The Angriest Man in Brooklyn,MOVIE,"After learning that a brain aneurysm will kill him in about 90 minutes, a perpetually unhappy man struggles to come to terms with his fate and make amends with everyone he has ever hurt.",2014,R,84,"['comedy', 'drama']",['US'],,5.7,22274,10.35,6.130000000000001,"['comedy', 'drama']",2.0,1.0,5.915000000000001,-0.4300000000000006,0.676586758987894,0.5545224005796812,0.2209761682019676
Noragami,SHOW,"Hiyori Iki is a normal middle school student until she was involved in a bus accident while trying to protect a stranger. This incident causes her soul to frequently slip out of her body, and she becomes aware of the existence of two parallel worlds. Through her soul, she meets the strange, nameless god without a shrine, Yato. Yato is determined to make a name for himself out there by accepting any wishes for 5 yen, including Hiyori's to fix her body.",2014,TV-14,24,"['action', 'animation', 'comedy', 'family', 'fantasy', 'scifi']",['JP'],2,7.9,14764,36.265,8.65,"['family', 'scifi']",6.0,1.0,8.275,-0.75,0.7764146668972967,0.9276483709208561,0.7460319339785868
Graceland,SHOW,"In Southern California, a beachfront property was seized and turned into a residence for undercover cops. They are all top agents of the DEA, FBI, and Customs and they are living in this house unofficially known as ""Graceland"". Coming of a new graduating at the top of his class, FBI rookie, Mike Warren, could make the life of a legendary FBI agent Paul Briggs and the others, more complicated or it could reveal the truth. It is based upon actual events.",2013,TV-14,44,"['action', 'crime', 'drama']",['US'],3,7.6,16880,18.226,7.57,"['action', 'drama']",3.0,1.0,7.585,0.02999999999999936,0.7770610389977889,0.5545224005796812,0.6759702653436669
White Bird in a Blizzard,MOVIE,"Kat Connors is a 17-year-old when her perfect homemaker mother, Eve, disappears. Having lived for so long in an emotionally repressed household, she barely registers her mother's absence and certainly doesn't blame her doormat of a father, Brock, for the loss. But as time passes, Kat begins to come to grips with how deeply Eve's disappearance has affected her.",2014,R,91,"['drama', 'european', 'thriller']","['FR', 'US']",,6.4,28260,8.467,6.58,"['drama', 'thriller']",3.0,2.0,6.49,-0.17999999999999972,0.8115540185970348,0.8034206376663293,0.24526099991906233
Late Night with Seth Meyers,SHOW,"Seth Meyers, who is ""Saturday Night Live’s"" longest serving anchor on the show’s wildly popular ""Weekend Update,"" takes over as host of NBC’s ""Late Night"" — home to A-list celebrity guests, memorable comedy and the best in musical talent. As the Emmy Award-winning head writer for ""SNL,"" Meyers has established a reputation for sharp wit and perfectly timed comedy, and has gained fame for his spot-on jokes and satire. Meyers takes his departure from ""SNL"" to his new post at ""Late Night,"" as Jimmy Fallon moves to ""The Tonight Show"".",2014,TV-14,44,['comedy'],['US'],9,6.1,7241,251.321,5.77,['comedy'],1.0,1.0,5.935,0.33000000000000007,0.7743576575786824,0.5545224005796812,0.2209761673265663
Yona of the Dawn,SHOW,"The legend of the Four Dragons and the origin of the land has been passed down for generations in the land of Kouka. Currently, Hiryuu Palace has no one else next in line for the throne other than the fifteen year old princess, Yona, who had been raised with care.

Finally, the night of her sixteenth birthday arrives. She expects it to be a wonderful day spent with her peace-loving father, Il, her servant and friend Hak, and her cousin Soo-won, who she had feelings for... However... That night, Yona goes to visit her father to tell him how she really feels, because he opposes to her getting married to Soo-won. However, when she gets to her room, she encounters a shocking truth. The destinies of Yona and the Four Dragons entwine in this period drama fantasy romance!",2014,TV-14,23,"['action', 'animation', 'comedy', 'drama', 'fantasy', 'romance', 'scifi']",['JP'],1,8.0,3827,30.963,8.83,"['animation', 'scifi']",7.0,1.0,8.415,-0.8300000000000001,0.7074484838367513,0.9276483709208561,0.5541555487095039
Danganronpa: The Animation,SHOW,"Being just a normal student without a special talent, Makoto Naegi wins a lottery to attend the prestigious Hope's Peak Academy where only the top prodigies attend. However, instead of this being the beginning of a wonderful high school life, it's a ticket to despair, because the only way to graduate from Hope's Peak Academy is to kill one of your fellow students or be one of their victims.",2013,TV-14,24,"['action', 'animation', 'crime', 'drama', 'thriller']",['JP'],2,6.8,2432,23.855,8.29,"['action', 'drama']",5.0,1.0,7.545,-1.4899999999999993,0.7466734532839381,0.9276483709208561,0.4533907463727385
Terror in Resonance,SHOW,"In an alternate version of the present, Tokyo has been decimated by a shocking terrorist attack, and the only hint to the identity of the culprit is a bizarre video uploaded to the internet. The police, baffled by this cryptic clue, are powerless to stop the paranoia spreading across the population. While the world searches for a criminal mastermind to blame for this tragedy, two mysterious children - children who shouldn't even exist - masterfully carry out their heinous plan. Cursed to walk through this world with the names Nine and Twelve, the two combine to form ""Sphinx,"" a clandestine entity determine to wake the people from their slumber - and pull the trigger on this world.",2014,TV-14,21,"['animation', 'crime', 'drama', 'thriller']",['JP'],1,7.9,10188,25.64,8.29,"['drama', 'thriller']",4.0,1.0,8.094999999999999,-0.3899999999999988,0.7681033099344855,0.9276483709208561,0.33425295072935224
The Killer Speaks,SHOW,Real convicted killers face the camera and describe their crimes in full detail.,2013,TV-14,43,"['crime', 'documentation']",['US'],2,7.4,303,1.197,8.110000000000001,"['crime', 'documentation']",2.0,1.0,7.755000000000001,-0.7100000000000009,0.8476605778130256,0.5545224005796812,0.5013732872363402
Black Jesus,SHOW,"A TV series finds Jesus living in present day Compton, CA on a daily mission to spread love and kindness throughout the neighborhood with the help of his small but loyal group of downtrodden followers.",2014,TV-MA,21,['comedy'],['US'],3,6.9,3477,8.195,5.86,['comedy'],1.0,1.0,6.380000000000001,1.04,0.7743576575786824,0.5545224005796812,0.6759702658378329
No Game No Life,SHOW,"This is a surreal comedy that follows Sora and Shiro, shut-in NEET siblings and the online gamer duo behind the legendary username ""Kuuhaku."" They view the real world as just another lousy game; however, a strange e-mail challenging them to a chess match changes everything—the brother and sister are plunged into an otherworldly realm where they meet Tet, the God of Games.

The mysterious god welcomes the two to Disboard, a world where all forms of conflict are settled through high-stake games. This system works thanks to a fundamental rule wherein each party must wager something they deem to be of equal value to the other party's wager. In this strange land where the very idea of humanity is reduced to child’s play, the indifferent genius gamer duo of Sora and Shiro have finally found a real reason to keep playing games: to unite the sixteen races of Disboard, defeat Tet, and become the gods of this new, gaming-is-everything world.",2014,TV-14,24,"['animation', 'comedy', 'fantasy', 'scifi']",['JP'],1,7.7,14690,26.944,8.65,"['fantasy', 'scifi']",4.0,1.0,8.175,-0.9500000000000002,0.8093455676382225,0.9276483709208561,0.5541555491544897
The Wrong Mans,SHOW,"Comedy thriller about two well-meaning idiots who become entangled in a hideous world of crime, conspiracy and corruption.",2013,TV-MA,30,"['action', 'comedy', 'crime', 'european', 'thriller']",['GB'],2,7.8,7307,8.19,7.57,"['action', 'comedy']",5.0,1.0,7.6850000000000005,0.22999999999999954,0.7600153829094193,0.9307862760908432,0.746031935672102
Legit,SHOW,"Jim Jefferies, an edgy, foul-mouthed stand-up comedian from Australia, in his mid-30s and living in LA, is endeavoring to make his life and career more “legit,” only to find it a difficult, uncomfortable uphill struggle every step of the way. Jim is encouraged in his quest by Steve, his neurotic best friend and roommate, a cyber-law library salesman who struggles to stay on his feet in the wake of a divorce, and Steve’s brother Billy, who suffers from advanced staged Muscular Dystrophy and is confined to a wheelchair.",2013,TV-MA,22,['comedy'],['US'],2,8.1,8338,11.224,7.839999999999999,['comedy'],1.0,1.0,7.969999999999999,0.2600000000000007,0.7743576575786824,0.5545224005796812,0.8229586827895771
Clarence,SHOW,"The adventures of a young boy named Clarence, who is optimistic about everything, and his two best friends Jeff and Sumo.",2014,TV-PG,14,"['animation', 'comedy', 'family']",['US'],3,6.7,9381,52.252,7.03,"['animation', 'comedy']",3.0,1.0,6.865,-0.33000000000000007,0.8166436705145546,0.5545224005796812,0.7460319337489716
Fate/stay night [Unlimited Blade Works],SHOW,"The Holy Grail War is a battle royale among seven magi who serve as Masters. Masters, through the use of the command seals they are given when they enter the war, command Heroic Spirits known as Servants to fight for them in battle. In the Fifth Holy Grail War, Rin Tohsaka is among the magi entering the competition. With her Servant, Archer, she hopes to obtain the ultimate prize—the Holy Grail, a magical artifact capable of granting its wielder any wish.

One of Rin's classmates, Shirou Emiya, accidentally enters the competition and ends up commanding a Servant of his own known as Saber. As they find themselves facing mutual enemies, Rin and Shirou decide to form a temporary alliance as they challenge their opponents in the Holy Grail War.",2014,TV-14,25,"['action', 'animation', 'drama', 'fantasy', 'romance', 'scifi']",['JP'],2,8.0,7604,61.915,8.2,"['drama', 'scifi']",6.0,1.0,8.1,-0.1999999999999993,0.7602634158674381,0.9276483709208561,0.0842778227086749
The Rewrite,MOVIE,"An Oscar-winning writer in a slump leaves Hollywood to teach screenwriting at a college on the East Coast, where he falls for a single mom taking classes there.",2014,PG-13,107,"['comedy', 'romance']",['US'],,6.3,20156,12.878,6.4,"['comedy', 'romance']",2.0,1.0,6.35,-0.10000000000000053,0.7767652088457677,0.5545224005796812,0.7460319352104763
Serena,MOVIE,"North Carolina mountains at the end of the 1920s – George and Serena Pemberton, love-struck newly-weds, begin to build a timber empire. Serena soon proves herself to be equal to any man: overseeing loggers, hunting rattle-snakes, even saving a man’s life in the wilderness. With power and influence now in their hands, the Pembertons refuse to let anyone stand in the way of their inflated love and ambitions. However, once Serena discovers George’s hidden past and faces an unchangeable fate of her own, the Pemberton’s passionate marriage begins to unravel leading toward a dramatic reckoning.",2014,R,102,"['drama', 'history', 'romance']",['US'],,5.4,28642,11.54,6.04,"['drama', 'romance']",3.0,1.0,5.720000000000001,-0.6399999999999997,0.8407510241279319,0.5545224005796812,0.8229586848147531
Legends,SHOW,"Working for the FBI's Deep Cover Operations division, Martin Odum can transform himself into a different person -- whether it's an assignment as a Serbian extremist, a corrupt Chicago police officer, a British special forces colonel, or a legendary computer hacker. But when he learns that his life, itself, may be a lie, he faces the demands of his job and a desire to solve the mystery of his identity. And given the choice between the two, Odum doesn't always make the right decision.",2014,TV-14,44,"['action', 'crime', 'drama', 'thriller']",['US'],2,7.4,13134,20.486,7.03,"['action', 'drama']",4.0,1.0,7.215,0.3700000000000001,0.7487047962481351,0.5545224005796812,0.9073848774771535
Intruders,SHOW,Members of a secret society chase immortality by seeking refuge in the bodies of others.,2014,TV-MA,43,"['drama', 'fantasy', 'scifi', 'thriller']",['US'],1,6.6,3690,17.417,7.119999999999999,"['fantasy', 'scifi']",4.0,1.0,6.859999999999999,-0.5199999999999996,0.7928321495107311,0.5545224005796812,0.7460319352491706
Cheap Thrills,MOVIE,"Recently fired and facing eviction, a new dad has his life turned upside down when he meets a wealthy couple who offer a path to financial security... but at a price.",2013,,88,"['comedy', 'crime', 'drama', 'horror', 'thriller']",['US'],,6.7,18979,7.453,6.76,"['crime', 'drama']",5.0,1.0,6.73,-0.05999999999999961,0.7267639536836499,0.5545224005796812,0.5541555478315794
Being Mary Jane,SHOW,"Mary Jane Paul is a one-woman-show: a successful TV news anchor, and an entirely self-sufficient powerhouse who remains devoted to a family that doesn't share her motivation. Intense drama and unforgettable moments unfold as Mary Jane juggles her life, her relationships, her work, and commitments to her family.",2014,TV-14,42,"['drama', 'romance', 'thriller']",['US'],5,7.6,3944,12.891,8.02,"['drama', 'romance']",3.0,1.0,7.81,-0.41999999999999993,0.7555930220237095,0.5545224005796812,0.5013732886573458
"20,000 Days on Earth",MOVIE,A semi-fictionalized documentary about a day in the life of Australian musician Nick Cave's persona.,2014,,97,"['documentation', 'drama', 'music']",['GB'],,7.4,11395,6.251,7.39,"['documentation', 'drama']",3.0,1.0,7.395,0.010000000000000675,0.8363801162205254,0.9307862760908432,0.40979224845919726
Nisekoi,SHOW,"Nisekoi follows high school students Raku Ichijo, the son of a leader in the yakuza faction Shuei-Gumi, and Chitoge Kirisaki, the daughter of a boss in a rival gang known as Beehive. They unexpectedly meet when Chitoge hops a wall and knees Raku in the face. After she runs off, Raku realizes he has lost his locket which was given to him by his childhood sweetheart with whom he made a secret promise. After discovering Chitoge is a new transfer student in his class, he forces her to help him look for the locket. During the search, they begin to dislike each other.[8]

Upon returning home, Raku learns that the Shuei-Gumi and Beehive gangs have agreed to settle their feud by pairing their leaders' children. Raku learns that his girlfriend-to-be is none other than Chitoge. For the next three years, they must pretend to be in a relationship to maintain peace between the gangs. This turns out to be quite a challenging task, not only because of their hatred for one another, but also because Raku has a crush on another schoolmate, Kosaki Onodera, whom he secretly wishes was the girl who bears the key to his locket. Various developments complicate the situation, including Chitoge's over-protective bodyguard, a female hitman, a girl who claims to be Raku's fiancée, and the existence of multiple keys.",2014,TV-14,24,"['animation', 'comedy', 'romance']",['JP'],2,7.4,3307,18.089,8.65,"['animation', 'comedy']",3.0,1.0,8.025,-1.25,0.7838986675504462,0.9276483709208561,0.6121902508557459
Mistresses,SHOW,"Meet Savi, a successful career woman working toward the next phase in her life—both professional and personal—simultaneously bucking for partner at her law firm while she and her husband, Harry, try to start a family of their own. Savi's free-spirited and capricious baby sister, Josselyn, couldn't be more different—living single, serial dating and partying, and regularly leaning on her big sister along the way. Their common best friend, April, a recent widow and mother of two, is rebuilding her life after tragedy and learning to move forward, with the support and guidance of her closest girlfriends. And friend Karen, a successful therapist with her own practice, reconnects with the girls after her involvement in a complicated relationship with a patient goes far too deep.",2013,TV-14,43,"['drama', 'romance', 'thriller']",['US'],4,7.2,13400,14.066,5.86,"['drama', 'thriller']",3.0,1.0,6.53,1.3399999999999999,0.7555930220237095,0.5545224005796812,0.6121902521511295
A Long Way Down,MOVIE,"Four lost souls—a disgraced TV presenter, a foul-mouthed teen, an isolated single mother and a solipsistic muso—decide to end their lives on the same night, New Year's Eve. When this disillusioned quartet of strangers meet unintentionally at the same suicide hotspot, a London high-rise with the well-earned nickname Topper's Tower, they mutually agree to call off their plans for six weeks, forming an unconventional, dysfunctional family and becoming media sensations as the Topper House Four and searching together for the reasons to keep on living.",2014,R,96,"['comedy', 'drama']","['DE', 'GB']",,6.3,33172,14.971,6.58,"['comedy', 'drama']",2.0,2.0,6.4399999999999995,-0.28000000000000025,0.676586758987894,0.9425652623826001,0.5013732881414349
Tyler Perry's The Haves and the Have Nots,SHOW,"Follow the complicated dynamic between the rich and powerful Cryer family and the hired help who work in their opulent Savannah, Georgia, mansion.",2013,TV-14,42,"['crime', 'drama', 'romance']",['US'],8,6.0,3337,27.481,7.839999999999999,"['crime', 'drama']",3.0,1.0,6.92,-1.839999999999999,0.7709532068197845,0.5545224005796812,0.11682624502905634
Mood Indigo,MOVIE,A woman suffers from an unusual illness caused by a flower growing in her lungs.,2013,,131,"['comedy', 'drama', 'european', 'fantasy', 'romance']","['BE', 'FR']",,6.5,15877,10.096,6.58,"['european', 'fantasy']",5.0,2.0,6.54,-0.08000000000000007,0.7448008661147588,0.9761154637926904,0.6121902526703912
Uncle Grandpa,SHOW,"The adventures of Uncle Grandpa who is out to help every child and adult in the world through the power of imagination. With his mystical R.V. and eternal optimism, Uncle Grandpa is always ready to greet the day - and everyone he meets - with his signature, ""Good Mornin'.""",2013,TV-PG,15,"['animation', 'comedy', 'family', 'fantasy', 'scifi']",['US'],5,4.3,6157,37.097,4.42,"['fantasy', 'scifi']",5.0,1.0,4.359999999999999,-0.1200000000000001,0.8002539011013452,0.5545224005796812,0.501373289460688
The World of Kanako,MOVIE,"When Kanako, a model daughter and a brilliant student, disappears, her mother asks her ex-husband, a violent former policeman, to find her. As his investigation progresses, his idealized image of Kanako cracks: the girl hides a dark life that her father can not even imagine.",2014,,118,"['crime', 'drama', 'thriller']",['JP'],,6.5,5114,7.497,6.76,"['crime', 'thriller']",3.0,1.0,6.63,-0.2599999999999998,0.7679725144819248,0.9276483709208561,0.4533907445060765
